Ticker,Event_Date,Event_Type
GOOG,2008-04-18,Earnings Call
GOOG,2008-07-18,Earnings Call
GOOG,2008-10-17,Earnings Call
GOOG,2009-01-23,Earnings Call
GOOG,2009-04-17,Earnings Call
GOOG,2009-04-18,Earnings Call
GOOG,2009-07-17,Earnings Call
GOOG,2009-10-16,Earnings Call
GOOG,2010-01-22,Earnings Call
GOOG,2010-04-16,Earnings Call
GOOG,2010-07-16,Earnings Call
GOOG,2010-10-15,Earnings Call
GOOG,2011-01-21,Earnings Call
GOOG,2011-04-15,Earnings Call
GOOG,2011-07-15,Earnings Call
GOOG,2011-08-15,Earnings Call
GOOG,2011-10-14,Earnings Call
GOOG,2012-01-20,Earnings Call
GOOG,2012-04-13,Earnings Call
GOOG,2012-07-19,Earnings Call
GOOG,2012-10-18,Earnings Call
GOOG,2013-01-23,Earnings Call
GOOG,2013-03-05,Earnings Call
GOOG,2013-04-18,Earnings Call
GOOG,2013-06-07,Earnings Call
GOOG,2013-07-19,Earnings Call
GOOG,2013-10-18,Earnings Call
GOOG,2014-01-31,Earnings Call
GOOG,2014-03-06,Earnings Call
GOOG,2014-04-17,Earnings Call
GOOG,2014-07-18,Earnings Call
GOOG,2014-10-17,Earnings Call
GOOG,2014-12-02,Earnings Call
GOOG,2015-01-30,Earnings Call
GOOG,2015-03-04,Earnings Call
GOOG,2015-04-24,Earnings Call
GOOG,2015-06-03,Earnings Call
GOOG,2015-07-17,Earnings Call
GOOG,2015-10-23,Earnings Call
GOOG,2016-02-02,Earnings Call
GOOG,2016-04-22,Earnings Call
GOOG,2016-06-08,Earnings Call
GOOG,2016-07-29,Earnings Call
GOOG,2016-10-28,Earnings Call
GOOG,2016-11-30,Earnings Call
GOOG,2017-01-27,Earnings Call
GOOG,2017-04-27,Earnings Call
GOOG,2017-06-07,Earnings Call
GOOG,2017-07-25,Earnings Call
GOOG,2017-09-07,Earnings Call
GOOG,2017-10-27,Earnings Call
GOOG,2017-11-29,Earnings Call
GOOG,2018-02-02,Earnings Call
GOOG,2018-04-24,Earnings Call
GOOG,2018-07-24,Earnings Call
GOOG,2018-10-26,Earnings Call
GOOG,2019-02-05,Earnings Call
GOOG,2019-04-30,Earnings Call
GOOG,2019-07-26,Earnings Call
GOOG,2019-10-29,Earnings Call
GOOG,2020-02-04,Earnings Call
GOOG,2020-04-29,Earnings Call
GOOG,2020-07-31,Earnings Call
GOOG,2020-10-30,Earnings Call
GS,2006-09-12,Earnings Call
GS,2006-12-12,Earnings Call
GS,2007-03-13,Earnings Call
GS,2007-06-14,Earnings Call
GS,2007-09-20,Earnings Call
GS,2007-12-18,Earnings Call
GS,2008-03-18,Earnings Call
GS,2008-06-17,Earnings Call
GS,2008-09-16,Earnings Call
GS,2008-12-16,Earnings Call
GS,2009-04-14,Earnings Call
GS,2009-07-14,Earnings Call
GS,2009-10-15,Earnings Call
GS,2010-01-21,Earnings Call
GS,2010-04-20,Earnings Call
GS,2010-10-19,Earnings Call
GS,2011-01-20,Earnings Call
GS,2011-04-19,Earnings Call
GS,2011-07-19,Earnings Call
GS,2011-10-18,Earnings Call
GS,2012-01-18,Earnings Call
GS,2012-04-17,Earnings Call
GS,2012-07-17,Earnings Call
GS,2012-10-16,Earnings Call
GS,2013-01-16,Earnings Call
GS,2013-01-23,Earnings Call
GS,2013-04-16,Earnings Call
GS,2013-05-24,Earnings Call
GS,2013-05-30,Earnings Call
GS,2013-07-16,Earnings Call
GS,2013-10-17,Earnings Call
GS,2013-11-06,Earnings Call
GS,2014-01-16,Earnings Call
GS,2014-04-17,Earnings Call
GS,2014-05-01,Earnings Call
GS,2014-07-16,Earnings Call
GS,2014-10-16,Earnings Call
GS,2014-11-12,Earnings Call
GS,2015-01-17,Earnings Call
GS,2015-01-29,Earnings Call
GS,2015-04-16,Earnings Call
GS,2015-07-16,Earnings Call
GS,2015-10-15,Earnings Call
GS,2015-11-17,Earnings Call
GS,2016-01-20,Earnings Call
GS,2016-04-19,Earnings Call
GS,2016-05-31,Earnings Call
GS,2016-07-19,Earnings Call
GS,2016-10-18,Earnings Call
GS,2016-11-15,Earnings Call
GS,2017-01-18,Earnings Call
GS,2017-04-18,Earnings Call
GS,2017-05-31,Earnings Call
GS,2017-07-18,Earnings Call
GS,2017-09-12,Earnings Call
GS,2017-10-17,Earnings Call
GS,2018-01-17,Earnings Call
GS,2018-04-17,Earnings Call
GS,2018-05-31,Earnings Call
GS,2018-07-17,Earnings Call
GS,2018-10-19,Earnings Call
GS,2019-01-16,Earnings Call
GS,2019-04-15,Earnings Call
GS,2019-07-16,Earnings Call
GS,2019-10-16,Earnings Call
GS,2020-01-15,Earnings Call
GS,2020-04-15,Earnings Call
GS,2020-07-15,Earnings Call
GS,2020-10-14,Earnings Call
HD,2006-02-21,Earnings Call
HD,2006-05-16,Earnings Call
HD,2006-08-15,Earnings Call
HD,2006-11-14,Earnings Call
HD,2007-02-20,Earnings Call
HD,2007-05-15,Earnings Call
HD,2007-08-14,Earnings Call
HD,2007-11-13,Earnings Call
HD,2008-02-26,Earnings Call
HD,2008-05-20,Earnings Call
HD,2008-08-19,Earnings Call
HD,2008-11-18,Earnings Call
HD,2009-02-24,Earnings Call
HD,2009-05-19,Earnings Call
HD,2009-08-18,Earnings Call
HD,2009-11-18,Earnings Call
HD,2010-02-23,Earnings Call
HD,2010-05-18,Earnings Call
HD,2010-08-17,Earnings Call
HD,2010-11-16,Earnings Call
HD,2011-02-22,Earnings Call
HD,2011-05-17,Earnings Call
HD,2011-08-16,Earnings Call
HD,2011-11-15,Earnings Call
HD,2012-02-21,Earnings Call
HD,2012-05-15,Earnings Call
HD,2012-08-14,Earnings Call
HD,2012-11-13,Earnings Call
HD,2013-02-26,Earnings Call
HD,2013-03-20,Earnings Call
HD,2013-05-21,Earnings Call
HD,2013-05-23,Earnings Call
HD,2013-05-29,Earnings Call
HD,2013-08-20,Earnings Call
HD,2013-09-11,Earnings Call
HD,2013-11-19,Earnings Call
HD,2013-12-12,Earnings Call
HD,2014-02-25,Earnings Call
HD,2014-03-03,Earnings Call
HD,2014-05-20,Earnings Call
HD,2014-05-22,Earnings Call
HD,2014-06-04,Earnings Call
HD,2014-08-19,Earnings Call
HD,2014-09-04,Earnings Call
HD,2014-11-18,Earnings Call
HD,2015-02-24,Earnings Call
HD,2015-03-03,Earnings Call
HD,2015-05-19,Earnings Call
HD,2015-06-18,Earnings Call
HD,2015-08-18,Earnings Call
HD,2015-09-10,Earnings Call
HD,2015-11-17,Earnings Call
HD,2016-02-23,Earnings Call
HD,2016-03-10,Earnings Call
HD,2016-05-17,Earnings Call
HD,2016-06-01,Earnings Call
HD,2016-08-16,Earnings Call
HD,2016-09-08,Earnings Call
HD,2016-11-15,Earnings Call
HD,2017-02-21,Earnings Call
HD,2017-03-07,Earnings Call
HD,2017-05-16,Earnings Call
HD,2017-05-18,Earnings Call
HD,2017-06-21,Earnings Call
HD,2017-08-15,Earnings Call
HD,2017-11-14,Earnings Call
HD,2017-12-09,Earnings Call
HD,2018-02-20,Earnings Call
HD,2018-03-06,Earnings Call
HD,2018-05-15,Earnings Call
HD,2018-05-17,Earnings Call
HD,2018-05-30,Earnings Call
HD,2018-05-31,Earnings Call
HD,2018-08-14,Earnings Call
HD,2018-09-05,Earnings Call
HD,2018-11-13,Earnings Call
HD,2019-02-26,Earnings Call
HD,2019-05-21,Earnings Call
HD,2019-08-20,Earnings Call
HD,2019-09-05,Earnings Call
HD,2019-11-19,Earnings Call
HD,2019-12-12,Earnings Call
HD,2020-02-25,Earnings Call
HD,2020-05-19,Earnings Call
HD,2020-05-27,Earnings Call
HD,2020-05-28,Earnings Call
HD,2020-08-18,Earnings Call
HD,2020-11-17,Earnings Call
HD,2021-02-23,Earnings Call
HON,2007-07-19,Earnings Call
HON,2007-10-19,Earnings Call
HON,2007-10-21,Earnings Call
HON,2008-01-25,Earnings Call
HON,2008-04-18,Earnings Call
HON,2008-07-22,Earnings Call
HON,2008-10-17,Earnings Call
HON,2008-12-15,Earnings Call
HON,2009-01-30,Earnings Call
HON,2009-04-24,Earnings Call
HON,2009-07-27,Earnings Call
HON,2009-10-23,Earnings Call
HON,2010-01-29,Earnings Call
HON,2010-04-23,Earnings Call
HON,2010-07-23,Earnings Call
HON,2010-10-22,Earnings Call
HON,2011-01-28,Earnings Call
HON,2011-04-22,Earnings Call
HON,2011-07-22,Earnings Call
HON,2011-10-21,Earnings Call
HON,2011-12-07,Earnings Call
HON,2011-12-15,Earnings Call
HON,2012-01-27,Earnings Call
HON,2012-03-07,Earnings Call
HON,2012-04-20,Earnings Call
HON,2012-07-18,Earnings Call
HON,2012-10-19,Earnings Call
HON,2013-01-25,Earnings Call
HON,2013-02-20,Earnings Call
HON,2013-03-07,Earnings Call
HON,2013-03-21,Earnings Call
HON,2013-04-19,Earnings Call
HON,2013-05-20,Earnings Call
HON,2013-05-29,Earnings Call
HON,2013-07-19,Earnings Call
HON,2013-09-17,Earnings Call
HON,2013-10-18,Earnings Call
HON,2013-11-19,Earnings Call
HON,2013-12-17,Earnings Call
HON,2014-01-24,Earnings Call
HON,2014-04-18,Earnings Call
HON,2014-06-05,Earnings Call
HON,2014-07-18,Earnings Call
HON,2014-10-18,Earnings Call
HON,2015-01-23,Earnings Call
HON,2015-04-17,Earnings Call
HON,2015-07-17,Earnings Call
HON,2015-07-28,Earnings Call
HON,2015-10-16,Earnings Call
HON,2016-01-29,Earnings Call
HON,2016-04-22,Earnings Call
HON,2016-07-22,Earnings Call
HON,2016-10-21,Earnings Call
HON,2017-01-28,Earnings Call
HON,2017-04-21,Earnings Call
HON,2017-07-21,Earnings Call
HON,2017-10-20,Earnings Call
HON,2017-12-13,Earnings Call
HON,2018-01-26,Earnings Call
HON,2018-04-20,Earnings Call
HON,2018-07-20,Earnings Call
HON,2018-09-13,Earnings Call
HON,2018-10-19,Earnings Call
HON,2019-02-02,Earnings Call
HON,2019-02-20,Earnings Call
HON,2019-03-08,Earnings Call
HON,2019-04-18,Earnings Call
HON,2019-07-18,Earnings Call
HON,2019-09-12,Earnings Call
HON,2019-10-17,Earnings Call
HON,2020-01-31,Earnings Call
HON,2020-05-01,Earnings Call
HON,2020-06-10,Earnings Call
HON,2020-07-24,Earnings Call
HON,2020-10-30,Earnings Call
HON,2021-01-29,Earnings Call
IBM,2006-01-18,Earnings Call
IBM,2006-04-19,Earnings Call
IBM,2006-07-18,Earnings Call
IBM,2006-10-17,Earnings Call
IBM,2007-01-19,Earnings Call
IBM,2007-04-17,Earnings Call
IBM,2007-07-19,Earnings Call
IBM,2007-10-17,Earnings Call
IBM,2008-01-18,Earnings Call
IBM,2008-04-16,Earnings Call
IBM,2008-07-18,Earnings Call
IBM,2008-10-16,Earnings Call
IBM,2009-01-21,Earnings Call
IBM,2009-04-21,Earnings Call
IBM,2009-07-17,Earnings Call
IBM,2009-10-16,Earnings Call
IBM,2010-01-20,Earnings Call
IBM,2010-04-19,Earnings Call
IBM,2010-07-20,Earnings Call
IBM,2010-10-18,Earnings Call
IBM,2011-01-19,Earnings Call
IBM,2011-04-20,Earnings Call
IBM,2011-07-18,Earnings Call
IBM,2011-10-18,Earnings Call
IBM,2012-01-20,Earnings Call
IBM,2012-04-17,Earnings Call
IBM,2012-07-18,Earnings Call
IBM,2012-10-17,Earnings Call
IBM,2013-01-23,Earnings Call
IBM,2013-04-18,Earnings Call
IBM,2013-05-29,Earnings Call
IBM,2013-07-17,Earnings Call
IBM,2013-09-04,Earnings Call
IBM,2013-09-10,Earnings Call
IBM,2013-10-16,Earnings Call
IBM,2013-12-04,Earnings Call
IBM,2014-01-22,Earnings Call
IBM,2014-04-17,Earnings Call
IBM,2014-07-18,Earnings Call
IBM,2014-10-20,Earnings Call
IBM,2014-11-12,Earnings Call
IBM,2015-01-21,Earnings Call
IBM,2015-03-04,Earnings Call
IBM,2015-04-21,Earnings Call
IBM,2015-05-18,Earnings Call
IBM,2015-07-20,Earnings Call
IBM,2015-09-09,Earnings Call
IBM,2015-09-16,Earnings Call
IBM,2015-10-20,Earnings Call
IBM,2015-12-01,Earnings Call
IBM,2015-12-09,Earnings Call
IBM,2016-01-20,Earnings Call
IBM,2016-04-19,Earnings Call
IBM,2016-05-23,Earnings Call
IBM,2016-06-01,Earnings Call
IBM,2016-07-19,Earnings Call
IBM,2016-10-18,Earnings Call
IBM,2016-11-16,Earnings Call
IBM,2016-11-30,Earnings Call
IBM,2017-01-20,Earnings Call
IBM,2017-04-19,Earnings Call
IBM,2017-07-19,Earnings Call
IBM,2017-09-11,Earnings Call
IBM,2017-10-18,Earnings Call
IBM,2017-11-28,Earnings Call
IBM,2017-12-05,Earnings Call
IBM,2018-01-19,Earnings Call
IBM,2018-04-18,Earnings Call
IBM,2018-07-19,Earnings Call
IBM,2018-10-17,Earnings Call
IBM,2018-10-29,Earnings Call
IBM,2018-11-27,Earnings Call
IBM,2018-12-05,Earnings Call
IBM,2019-01-23,Earnings Call
IBM,2019-04-17,Earnings Call
IBM,2019-06-04,Earnings Call
IBM,2019-07-17,Earnings Call
IBM,2019-10-17,Earnings Call
IBM,2020-01-22,Earnings Call
IBM,2020-04-21,Earnings Call
IBM,2020-07-21,Earnings Call
IBM,2020-10-20,Earnings Call
IBM,2021-01-22,Earnings Call
INTC,2006-04-20,Earnings Call
INTC,2006-07-20,Earnings Call
INTC,2006-10-18,Earnings Call
INTC,2007-01-17,Earnings Call
INTC,2007-04-18,Earnings Call
INTC,2007-07-18,Earnings Call
INTC,2007-10-17,Earnings Call
INTC,2008-01-16,Earnings Call
INTC,2008-04-16,Earnings Call
INTC,2008-07-16,Earnings Call
INTC,2008-10-15,Earnings Call
INTC,2009-01-16,Earnings Call
INTC,2009-04-15,Earnings Call
INTC,2009-07-15,Earnings Call
INTC,2009-10-14,Earnings Call
INTC,2010-01-15,Earnings Call
INTC,2010-04-14,Earnings Call
INTC,2011-01-14,Earnings Call
INTC,2011-04-20,Earnings Call
INTC,2011-07-21,Earnings Call
INTC,2011-10-19,Earnings Call
INTC,2012-01-20,Earnings Call
INTC,2012-03-06,Earnings Call
INTC,2012-04-18,Earnings Call
INTC,2012-07-17,Earnings Call
INTC,2012-10-16,Earnings Call
INTC,2012-12-12,Earnings Call
INTC,2013-01-18,Earnings Call
INTC,2013-04-17,Earnings Call
INTC,2013-05-17,Earnings Call
INTC,2013-07-18,Earnings Call
INTC,2013-09-04,Earnings Call
INTC,2013-10-15,Earnings Call
INTC,2014-01-17,Earnings Call
INTC,2014-04-16,Earnings Call
INTC,2014-07-16,Earnings Call
INTC,2014-09-03,Earnings Call
INTC,2014-10-15,Earnings Call
INTC,2014-12-03,Earnings Call
INTC,2015-01-16,Earnings Call
INTC,2015-04-15,Earnings Call
INTC,2015-05-21,Earnings Call
INTC,2015-07-16,Earnings Call
INTC,2015-08-04,Earnings Call
INTC,2015-09-08,Earnings Call
INTC,2015-10-14,Earnings Call
INTC,2015-12-02,Earnings Call
INTC,2016-01-15,Earnings Call
INTC,2016-04-20,Earnings Call
INTC,2016-06-01,Earnings Call
INTC,2016-07-21,Earnings Call
INTC,2016-09-07,Earnings Call
INTC,2016-10-19,Earnings Call
INTC,2016-11-29,Earnings Call
INTC,2016-12-07,Earnings Call
INTC,2017-01-27,Earnings Call
INTC,2017-04-28,Earnings Call
INTC,2017-07-28,Earnings Call
INTC,2017-08-08,Earnings Call
INTC,2017-09-13,Earnings Call
INTC,2017-10-27,Earnings Call
INTC,2017-11-14,Earnings Call
INTC,2017-11-28,Earnings Call
INTC,2017-12-07,Earnings Call
INTC,2018-01-10,Earnings Call
INTC,2018-01-26,Earnings Call
INTC,2018-04-27,Earnings Call
INTC,2018-05-15,Earnings Call
INTC,2018-05-17,Earnings Call
INTC,2018-06-06,Earnings Call
INTC,2018-07-27,Earnings Call
INTC,2018-09-05,Earnings Call
INTC,2018-10-26,Earnings Call
INTC,2018-11-12,Earnings Call
INTC,2018-11-27,Earnings Call
INTC,2018-12-04,Earnings Call
INTC,2019-01-08,Earnings Call
INTC,2019-01-25,Earnings Call
INTC,2019-04-26,Earnings Call
INTC,2019-07-26,Earnings Call
INTC,2019-09-04,Earnings Call
INTC,2019-10-25,Earnings Call
INTC,2020-01-07,Earnings Call
INTC,2020-01-08,Earnings Call
INTC,2020-01-24,Earnings Call
INTC,2020-04-24,Earnings Call
INTC,2020-07-24,Earnings Call
INTC,2020-10-23,Earnings Call
INTC,2021-01-22,Earnings Call
INTU,2006-02-20,Earnings Call
INTU,2006-05-18,Earnings Call
INTU,2006-08-23,Earnings Call
INTU,2006-11-17,Earnings Call
INTU,2007-02-23,Earnings Call
INTU,2007-05-17,Earnings Call
INTU,2007-08-23,Earnings Call
INTU,2007-11-16,Earnings Call
INTU,2008-02-22,Earnings Call
INTU,2008-05-20,Earnings Call
INTU,2008-08-22,Earnings Call
INTU,2008-11-20,Earnings Call
INTU,2009-02-20,Earnings Call
INTU,2009-05-21,Earnings Call
INTU,2009-08-21,Earnings Call
INTU,2009-11-20,Earnings Call
INTU,2010-02-19,Earnings Call
INTU,2010-05-21,Earnings Call
INTU,2010-08-20,Earnings Call
INTU,2011-02-18,Earnings Call
INTU,2011-05-20,Earnings Call
INTU,2011-08-19,Earnings Call
INTU,2011-09-22,Earnings Call
INTU,2011-11-18,Earnings Call
INTU,2012-01-19,Earnings Call
INTU,2012-02-22,Earnings Call
INTU,2012-05-18,Earnings Call
INTU,2012-08-22,Earnings Call
INTU,2012-11-16,Earnings Call
INTU,2013-01-17,Earnings Call
INTU,2013-02-22,Earnings Call
INTU,2013-02-25,Earnings Call
INTU,2013-05-22,Earnings Call
INTU,2013-09-25,Earnings Call
INTU,2013-11-22,Earnings Call
INTU,2014-02-21,Earnings Call
INTU,2014-08-22,Earnings Call
INTU,2014-11-21,Earnings Call
INTU,2015-02-20,Earnings Call
INTU,2015-05-22,Earnings Call
INTU,2015-08-21,Earnings Call
INTU,2015-11-20,Earnings Call
INTU,2015-12-02,Earnings Call
INTU,2016-02-26,Earnings Call
INTU,2016-05-25,Earnings Call
INTU,2016-08-24,Earnings Call
INTU,2016-11-18,Earnings Call
INTU,2017-02-24,Earnings Call
INTU,2017-05-24,Earnings Call
INTU,2017-08-23,Earnings Call
INTU,2017-11-21,Earnings Call
INTU,2018-02-23,Earnings Call
INTU,2018-05-23,Earnings Call
INTU,2018-08-24,Earnings Call
INTU,2018-11-20,Earnings Call
INTU,2019-02-22,Earnings Call
INTU,2019-05-24,Earnings Call
INTU,2019-08-23,Earnings Call
INTU,2019-11-22,Earnings Call
INTU,2020-02-25,Earnings Call
INTU,2020-05-22,Earnings Call
INTU,2020-08-26,Earnings Call
INTU,2020-11-20,Earnings Call
INTU,2021-02-24,Earnings Call
ISRG,2007-07-20,Earnings Call
ISRG,2007-10-19,Earnings Call
ISRG,2008-02-01,Earnings Call
ISRG,2008-04-18,Earnings Call
ISRG,2008-07-23,Earnings Call
ISRG,2008-10-17,Earnings Call
ISRG,2009-01-23,Earnings Call
ISRG,2009-04-18,Earnings Call
ISRG,2009-07-23,Earnings Call
ISRG,2009-10-21,Earnings Call
ISRG,2010-01-22,Earnings Call
ISRG,2010-04-16,Earnings Call
ISRG,2011-01-21,Earnings Call
ISRG,2011-04-20,Earnings Call
ISRG,2011-07-20,Earnings Call
ISRG,2011-10-19,Earnings Call
ISRG,2012-01-20,Earnings Call
ISRG,2012-04-18,Earnings Call
ISRG,2012-07-20,Earnings Call
ISRG,2012-10-17,Earnings Call
ISRG,2013-01-23,Earnings Call
ISRG,2013-04-18,Earnings Call
ISRG,2013-07-18,Earnings Call
ISRG,2013-09-11,Earnings Call
ISRG,2013-10-17,Earnings Call
ISRG,2014-01-24,Earnings Call
ISRG,2014-04-23,Earnings Call
ISRG,2014-06-11,Earnings Call
ISRG,2014-07-23,Earnings Call
ISRG,2014-10-22,Earnings Call
ISRG,2015-01-23,Earnings Call
ISRG,2015-04-22,Earnings Call
ISRG,2015-07-21,Earnings Call
ISRG,2015-10-21,Earnings Call
ISRG,2016-01-22,Earnings Call
ISRG,2016-04-20,Earnings Call
ISRG,2016-07-20,Earnings Call
ISRG,2016-10-19,Earnings Call
ISRG,2017-01-25,Earnings Call
ISRG,2017-04-19,Earnings Call
ISRG,2017-07-21,Earnings Call
ISRG,2017-10-20,Earnings Call
ISRG,2018-01-26,Earnings Call
ISRG,2018-04-18,Earnings Call
ISRG,2018-07-20,Earnings Call
ISRG,2018-10-19,Earnings Call
ISRG,2019-01-25,Earnings Call
ISRG,2019-04-19,Earnings Call
ISRG,2019-07-19,Earnings Call
ISRG,2019-10-18,Earnings Call
ISRG,2020-01-24,Earnings Call
ISRG,2020-04-17,Earnings Call
ISRG,2020-07-22,Earnings Call
ISRG,2020-10-16,Earnings Call
ISRG,2021-01-22,Earnings Call
JNJ,2007-07-17,Earnings Call
JNJ,2007-10-16,Earnings Call
JNJ,2008-01-22,Earnings Call
JNJ,2008-04-15,Earnings Call
JNJ,2008-07-15,Earnings Call
JNJ,2008-10-14,Earnings Call
JNJ,2009-01-20,Earnings Call
JNJ,2009-04-14,Earnings Call
JNJ,2009-07-14,Earnings Call
JNJ,2009-10-13,Earnings Call
JNJ,2010-01-26,Earnings Call
JNJ,2010-04-20,Earnings Call
JNJ,2010-07-20,Earnings Call
JNJ,2010-10-19,Earnings Call
JNJ,2011-01-26,Earnings Call
JNJ,2011-04-19,Earnings Call
JNJ,2011-07-19,Earnings Call
JNJ,2011-10-18,Earnings Call
JNJ,2012-01-24,Earnings Call
JNJ,2012-04-17,Earnings Call
JNJ,2012-04-26,Earnings Call
JNJ,2012-07-17,Earnings Call
JNJ,2012-10-16,Earnings Call
JNJ,2013-01-22,Earnings Call
JNJ,2013-04-16,Earnings Call
JNJ,2013-04-26,Earnings Call
JNJ,2013-07-16,Earnings Call
JNJ,2013-10-15,Earnings Call
JNJ,2014-01-21,Earnings Call
JNJ,2014-03-04,Earnings Call
JNJ,2014-04-15,Earnings Call
JNJ,2014-07-15,Earnings Call
JNJ,2014-09-10,Earnings Call
JNJ,2014-10-14,Earnings Call
JNJ,2015-01-20,Earnings Call
JNJ,2015-04-14,Earnings Call
JNJ,2015-06-11,Earnings Call
JNJ,2015-07-14,Earnings Call
JNJ,2015-09-10,Earnings Call
JNJ,2015-09-18,Earnings Call
JNJ,2015-10-13,Earnings Call
JNJ,2016-01-26,Earnings Call
JNJ,2016-03-17,Earnings Call
JNJ,2016-04-19,Earnings Call
JNJ,2016-05-23,Earnings Call
JNJ,2016-06-08,Earnings Call
JNJ,2016-07-19,Earnings Call
JNJ,2016-09-08,Earnings Call
JNJ,2016-09-14,Earnings Call
JNJ,2016-10-18,Earnings Call
JNJ,2017-01-10,Earnings Call
JNJ,2017-01-24,Earnings Call
JNJ,2017-01-26,Earnings Call
JNJ,2017-03-14,Earnings Call
JNJ,2017-04-18,Earnings Call
JNJ,2017-06-08,Earnings Call
JNJ,2017-06-15,Earnings Call
JNJ,2017-07-18,Earnings Call
JNJ,2017-09-05,Earnings Call
JNJ,2017-09-14,Earnings Call
JNJ,2017-10-17,Earnings Call
JNJ,2017-12-07,Earnings Call
JNJ,2017-12-14,Earnings Call
JNJ,2018-01-09,Earnings Call
JNJ,2018-01-23,Earnings Call
JNJ,2018-03-13,Earnings Call
JNJ,2018-04-17,Earnings Call
JNJ,2018-05-21,Earnings Call
JNJ,2018-06-12,Earnings Call
JNJ,2018-07-17,Earnings Call
JNJ,2018-09-06,Earnings Call
JNJ,2018-09-13,Earnings Call
JNJ,2018-10-16,Earnings Call
JNJ,2018-12-05,Earnings Call
JNJ,2019-01-22,Earnings Call
JNJ,2019-02-19,Earnings Call
JNJ,2019-03-01,Earnings Call
JNJ,2019-03-14,Earnings Call
JNJ,2019-04-16,Earnings Call
JNJ,2019-07-16,Earnings Call
JNJ,2019-09-05,Earnings Call
JNJ,2019-09-10,Earnings Call
JNJ,2019-10-15,Earnings Call
JNJ,2020-01-22,Earnings Call
JNJ,2020-04-14,Earnings Call
JNJ,2020-07-16,Earnings Call
JNJ,2020-10-13,Earnings Call
JNJ,2021-01-26,Earnings Call
JPM,2007-07-18,Earnings Call
JPM,2007-10-17,Earnings Call
JPM,2008-01-16,Earnings Call
JPM,2008-03-18,Earnings Call
JPM,2008-04-16,Earnings Call
JPM,2008-07-17,Earnings Call
JPM,2008-10-15,Earnings Call
JPM,2009-01-21,Earnings Call
JPM,2009-04-17,Earnings Call
JPM,2009-07-16,Earnings Call
JPM,2009-10-14,Earnings Call
JPM,2010-01-15,Earnings Call
JPM,2010-04-14,Earnings Call
JPM,2010-07-15,Earnings Call
JPM,2010-10-13,Earnings Call
JPM,2011-01-20,Earnings Call
JPM,2011-04-15,Earnings Call
JPM,2011-07-14,Earnings Call
JPM,2011-10-17,Earnings Call
JPM,2011-12-08,Earnings Call
JPM,2012-01-13,Earnings Call
JPM,2012-02-28,Earnings Call
JPM,2012-04-13,Earnings Call
JPM,2012-07-13,Earnings Call
JPM,2012-10-12,Earnings Call
JPM,2013-01-16,Earnings Call
JPM,2013-03-06,Earnings Call
JPM,2013-04-12,Earnings Call
JPM,2013-05-21,Earnings Call
JPM,2013-06-11,Earnings Call
JPM,2013-07-12,Earnings Call
JPM,2013-09-09,Earnings Call
JPM,2013-10-11,Earnings Call
JPM,2013-12-11,Earnings Call
JPM,2014-01-14,Earnings Call
JPM,2014-04-11,Earnings Call
JPM,2014-05-21,Earnings Call
JPM,2014-06-11,Earnings Call
JPM,2014-07-15,Earnings Call
JPM,2014-10-14,Earnings Call
JPM,2014-11-13,Earnings Call
JPM,2014-12-10,Earnings Call
JPM,2015-01-15,Earnings Call
JPM,2015-04-14,Earnings Call
JPM,2015-06-02,Earnings Call
JPM,2015-07-14,Earnings Call
JPM,2015-09-19,Earnings Call
JPM,2015-10-14,Earnings Call
JPM,2015-11-17,Earnings Call
JPM,2015-12-08,Earnings Call
JPM,2016-01-14,Earnings Call
JPM,2016-04-14,Earnings Call
JPM,2016-05-17,Earnings Call
JPM,2016-06-01,Earnings Call
JPM,2016-06-03,Earnings Call
JPM,2016-06-14,Earnings Call
JPM,2016-07-14,Earnings Call
JPM,2016-09-12,Earnings Call
JPM,2016-10-14,Earnings Call
JPM,2016-11-15,Earnings Call
JPM,2016-12-06,Earnings Call
JPM,2017-01-13,Earnings Call
JPM,2017-04-13,Earnings Call
JPM,2017-05-16,Earnings Call
JPM,2017-06-01,Earnings Call
JPM,2017-06-14,Earnings Call
JPM,2017-07-14,Earnings Call
JPM,2017-09-13,Earnings Call
JPM,2017-10-12,Earnings Call
JPM,2017-12-05,Earnings Call
JPM,2017-12-08,Earnings Call
JPM,2018-01-12,Earnings Call
JPM,2018-04-13,Earnings Call
JPM,2018-05-15,Earnings Call
JPM,2018-05-29,Earnings Call
JPM,2018-06-01,Earnings Call
JPM,2018-06-13,Earnings Call
JPM,2018-07-13,Earnings Call
JPM,2018-09-14,Earnings Call
JPM,2018-10-12,Earnings Call
JPM,2018-12-04,Earnings Call
JPM,2019-01-15,Earnings Call
JPM,2019-04-12,Earnings Call
JPM,2019-05-28,Earnings Call
JPM,2019-07-16,Earnings Call
JPM,2019-10-16,Earnings Call
JPM,2019-12-10,Earnings Call
JPM,2020-04-14,Earnings Call
JPM,2020-05-28,Earnings Call
JPM,2020-06-09,Earnings Call
JPM,2020-07-14,Earnings Call
JPM,2020-10-14,Earnings Call
LLY,2007-07-24,Earnings Call
LLY,2007-07-25,Earnings Call
LLY,2007-10-18,Earnings Call
LLY,2008-01-29,Earnings Call
LLY,2008-04-21,Earnings Call
LLY,2008-07-25,Earnings Call
LLY,2008-10-23,Earnings Call
LLY,2009-01-29,Earnings Call
LLY,2009-04-20,Earnings Call
