ticker,market_cap,stock_price,date,log_market_cap
GOOG,63261548571.08707,11.699935004824685,2010-07-01,24.87054353399137
GOOG,64110488225.15661,11.856942523609508,2010-08-01,24.883873810345634
GOOG,66146446737.06236,12.233483768644787,2010-09-01,24.915137010827507
GOOG,77034607519.42226,14.24719946725028,2010-10-01,25.067520606132643
GOOG,80521917015.03027,14.892161460149856,2010-11-01,25.11179524537089
GOOG,79123563798.12413,14.633542407642711,2010-12-01,25.094276566195454
GOOG,82319789813.80463,15.22466983795166,2011-01-01,25.13387737518669
GOOG,82505161281.63588,15.258953445836118,2011-02-01,25.136126689319717
GOOG,77879371711.73096,14.403434753417969,2011-03-01,25.078426950028692
GOOG,74175655142.35497,13.718449258804322,2011-04-01,25.029701835471954
GOOG,70804368348.03082,13.094945135570708,2011-05-01,24.983186535573672
GOOG,67265157213.81794,12.440384171225809,2011-06-01,24.93190821611181
GOOG,76741472785.9497,14.192985534667969,2011-07-01,25.06370811347511
GOOG,73183356763.59094,13.534928197446076,2011-08-01,25.01623386544436
