TICKER	EVENT_DATE	QUARTER	FISCAL_YEAR
GM	2019-01-15	Q-1	2019
GM	2019-01-16	Q-1	2019
GM	2019-02-06	Q4	2018
GM	2019-04-30	Q1	2019
GM	2019-08-01	Q2	2019
GM	2019-10-29	Q3	2019
GM	2019-12-05	Q-1	2019
GM	2020-02-06	Q4	2019
GM	2020-05-06	Q1	2020
GM	2020-07-29	Q2	2020
GM	2020-11-05	Q3	2020
GM	2021-02-10	Q4	2020
GOOG	2006-02-01	Q4	2005
GOOG	2006-04-21	Q1	2006
GOOG	2006-07-21	Q2	2006
GOOG	2006-10-19	Q3	2006
GOOG	2007-02-01	Q4	2006
GOOG	2007-04-19	Q1	2007
GOOG	2007-07-20	Q2	2007
GOOG	2007-10-19	Q3	2007
GOOG	2008-02-01	Q4	2007
GOOG	2008-04-18	Q1	2008
GOOG	2008-07-18	Q2	2008
GOOG	2008-10-17	Q3	2008
GOOG	2009-01-23	Q4	2008
GOOG	2009-04-17	Q1	2009
GOOG	2009-04-18	Q1	2009
GOOG	2009-07-17	Q2	2009
GOOG	2009-10-16	Q3	2009
GOOG	2010-01-22	Q4	2009
GOOG	2010-04-16	Q1	2010
GOOG	2010-07-16	Q2	2010
GOOG	2010-10-15	Q3	2010
GOOG	2011-01-21	Q4	2010
GOOG	2011-04-15	Q1	2011
GOOG	2011-07-15	Q2	2011
GOOG	2011-08-15	Q-1	2011
GOOG	2011-10-14	Q3	2011
GOOG	2012-01-20	Q4	2011
GOOG	2012-04-13	Q1	2012
GOOG	2012-07-19	Q2	2012
GOOG	2012-10-18	Q3	2012
GOOG	2013-01-23	Q4	2012
GOOG	2013-03-05	Q-1	2013
GOOG	2013-04-18	Q1	2013
GOOG	2013-06-07	Q0	2013
GOOG	2013-07-19	Q2	2013
GOOG	2013-10-18	Q3	2013
GOOG	2014-01-31	Q4	2013
GOOG	2014-03-06	Q-1	2014
GOOG	2014-04-17	Q1	2014
GOOG	2014-07-18	Q2	2014
GOOG	2014-10-17	Q3	2014
GOOG	2014-12-02	Q-1	2014
GOOG	2015-01-30	Q4	2014
GOOG	2015-03-04	Q-1	2015
GOOG	2015-04-24	Q1	2015
GOOG	2015-06-03	Q0	2015
GOOG	2015-07-17	Q2	2015
GOOG	2015-10-23	Q3	2015
GOOG	2016-02-02	Q4	2015
GOOG	2016-04-22	Q1	2016
GOOG	2016-06-08	Q0	2016
GOOG	2016-07-29	Q2	2016
GOOG	2016-10-28	Q3	2016
GOOG	2016-11-30	Q-1	2016
GOOG	2017-01-27	Q4	2016
GOOG	2017-04-27	Q1	2017
GOOG	2017-06-07	Q0	2017
GOOG	2017-07-25	Q2	2017
GOOG	2017-09-07	Q-1	2017
GOOG	2017-10-27	Q3	2017
GOOG	2017-11-29	Q0	2017
GOOG	2018-02-02	Q4	2017
GOOG	2018-04-24	Q1	2018
GOOG	2018-07-24	Q2	2018
GOOG	2018-10-26	Q3	2018
GOOG	2019-02-05	Q4	2018
GOOG	2019-04-30	Q1	2019
GOOG	2019-07-26	Q2	2019
GOOG	2019-10-29	Q3	2019
GOOG	2020-02-04	Q4	2019
GOOG	2020-04-29	Q1	2020
GOOG	2020-07-31	Q2	2020
GOOG	2020-10-30	Q3	2020
GS	2006-09-12	Q3	2006
GS	2006-12-12	Q4	2006
GS	2007-03-13	Q1	2007
GS	2007-06-14	Q2	2007
GS	2007-09-20	Q3	2007
GS	2007-12-18	Q4	2007
GS	2008-03-18	Q1	2008
GS	2008-06-17	Q2	2008
GS	2008-09-16	Q3	2008
GS	2008-12-16	Q4	2008
GS	2009-04-14	Q1	2009
GS	2009-07-14	Q2	2009
GS	2009-10-15	Q3	2009
GS	2010-01-21	Q4	2009
GS	2010-04-20	Q1	2010
GS	2010-10-19	Q3	2010
GS	2011-01-20	Q4	2010
GS	2011-04-19	Q1	2011
GS	2011-07-19	Q2	2011
GS	2011-10-18	Q3	2011
GS	2012-01-18	Q4	2011
GS	2012-04-17	Q1	2012
GS	2012-07-17	Q2	2012
GS	2012-10-16	Q3	2012
GS	2013-01-16	Q4	2012
GS	2013-01-23	Q-1	2013
GS	2013-04-16	Q1	2013
GS	2013-05-24	Q0	2013
GS	2013-05-30	Q-1	2013
GS	2013-07-16	Q2	2013
GS	2013-10-17	Q3	2013
GS	2013-11-06	Q-1	2013
GS	2014-01-16	Q4	2013
GS	2014-04-17	Q1	2014
GS	2014-05-01	Q-1	2014
GS	2014-07-16	Q2	2014
GS	2014-10-16	Q3	2014
GS	2014-11-12	Q-1	2014
GS	2015-01-17	Q4	2014
GS	2015-01-29	Q-1	2015
GS	2015-04-16	Q1	2015
GS	2015-07-16	Q2	2015
GS	2015-10-15	Q3	2015
GS	2015-11-17	Q-1	2015
GS	2016-01-20	Q4	2015
GS	2016-04-19	Q1	2016
GS	2016-05-31	Q-1	2016
GS	2016-07-19	Q2	2016
GS	2016-10-18	Q3	2016
GS	2016-11-15	Q-1	2016
GS	2017-01-18	Q4	2016
GS	2017-04-18	Q1	2017
GS	2017-05-31	Q-1	2017
GS	2017-07-18	Q2	2017
GS	2017-09-12	Q-1	2017
GS	2017-10-17	Q3	2017
GS	2018-01-17	Q4	2017
GS	2018-04-17	Q1	2018
GS	2018-05-31	Q0	2018
GS	2018-07-17	Q2	2018
GS	2018-10-19	Q3	2018
GS	2019-01-16	Q4	2018
GS	2019-04-15	Q1	2019
GS	2019-07-16	Q2	2019
GS	2019-10-16	Q3	2019
GS	2020-01-15	Q4	2019
GS	2020-04-15	Q1	2020
GS	2020-07-15	Q2	2020
GS	2020-10-14	Q3	2020
HD	2006-02-21	Q4	2005
HD	2006-05-16	Q1	2006
HD	2006-08-15	Q2	2006
HD	2006-11-14	Q3	2006
HD	2007-02-20	Q4	2006
HD	2007-05-15	Q1	2007
HD	2007-08-14	Q2	2007
HD	2007-11-13	Q3	2007
HD	2008-02-26	Q4	2007
HD	2008-05-20	Q1	2008
HD	2008-08-19	Q2	2008
HD	2008-11-18	Q3	2008
HD	2009-02-24	Q4	2008
HD	2009-05-19	Q1	2009
HD	2009-08-18	Q2	2009
HD	2009-11-18	Q3	2009
HD	2010-02-23	Q4	2009
HD	2010-05-18	Q1	2010
HD	2010-08-17	Q2	2010
HD	2010-11-16	Q3	2010
HD	2011-02-22	Q4	2010
HD	2011-05-17	Q1	2011
HD	2011-08-16	Q2	2011
HD	2011-11-15	Q3	2011
HD	2012-02-21	Q4	2011
HD	2012-05-15	Q1	2012
HD	2012-08-14	Q2	2012
HD	2012-11-13	Q3	2012
HD	2013-02-26	Q4	2012
HD	2013-03-20	Q-1	2013
HD	2013-05-21	Q1	2013
HD	2013-05-23	Q0	2013
HD	2013-05-29	Q0	2013
HD	2013-08-20	Q2	2013
HD	2013-09-11	Q0	2013
HD	2013-11-19	Q3	2013
HD	2013-12-12	Q-1	2013
HD	2014-02-25	Q4	2013
HD	2014-03-03	Q0	2014
HD	2014-05-20	Q1	2014
HD	2014-05-22	Q0	2014
HD	2014-06-04	Q-1	2014
HD	2014-08-19	Q2	2014
HD	2014-09-04	Q-1	2014
HD	2014-11-18	Q3	2014
HD	2015-02-24	Q4	2014
HD	2015-03-03	Q0	2015
HD	2015-05-19	Q1	2015
HD	2015-06-18	Q0	2015
HD	2015-08-18	Q2	2015
HD	2015-09-10	Q0	2015
HD	2015-11-17	Q3	2015
HD	2016-02-23	Q4	2015
HD	2016-03-10	Q0	2016
HD	2016-05-17	Q1	2016
HD	2016-06-01	Q-1	2016
HD	2016-08-16	Q2	2016
HD	2016-09-08	Q-1	2016
HD	2016-11-15	Q3	2016
HD	2017-02-21	Q4	2016
HD	2017-03-07	Q0	2017
HD	2017-05-16	Q1	2017
HD	2017-05-18	Q0	2017
HD	2017-06-21	Q0	2017
HD	2017-08-15	Q2	2017
HD	2017-11-14	Q3	2017
HD	2017-12-09	Q-1	2017
HD	2018-02-20	Q4	2017
HD	2018-03-06	Q0	2018
HD	2018-05-15	Q1	2018
HD	2018-05-17	Q0	2018
HD	2018-05-30	Q-1	2018
HD	2018-05-31	Q0	2018
HD	2018-08-14	Q2	2018
HD	2018-09-05	Q0	2018
HD	2018-11-13	Q3	2018
HD	2019-02-26	Q4	2018
HD	2019-05-21	Q1	2019
HD	2019-08-20	Q2	2019
HD	2019-09-05	Q0	2019
HD	2019-11-19	Q3	2019
HD	2019-12-12	Q-1	2019
HD	2020-02-25	Q4	2019
HD	2020-05-19	Q1	2020
HD	2020-05-27	Q-1	2020
HD	2020-05-28	Q0	2020
HD	2020-08-18	Q2	2020
HD	2020-11-17	Q3	2020
HD	2021-02-23	Q4	2020
HON	2007-07-19	Q2	2007
HON	2007-10-19	Q3	2007
HON	2007-10-21	Q3	2007
HON	2008-01-25	Q4	2007
HON	2008-04-18	Q1	2008
HON	2008-07-22	Q2	2008
HON	2008-10-17	Q3	2008
HON	2008-12-15	Q-1	2009
HON	2009-01-30	Q4	2008
HON	2009-04-24	Q1	2009
HON	2009-07-27	Q2	2009
HON	2009-10-23	Q3	2009
HON	2010-01-29	Q4	2009
HON	2010-04-23	Q1	2010
HON	2010-07-23	Q2	2010
HON	2010-10-22	Q3	2010
HON	2011-01-28	Q4	2010
HON	2011-04-22	Q1	2011
HON	2011-07-22	Q2	2011
HON	2011-10-21	Q3	2011
HON	2011-12-07	Q-1	2011
HON	2011-12-15	Q-1	2012
HON	2012-01-27	Q4	2011
HON	2012-03-07	Q-1	2012
HON	2012-04-20	Q1	2012
HON	2012-07-18	Q2	2012
HON	2012-10-19	Q3	2012
HON	2013-01-25	Q4	2012
HON	2013-02-20	Q-1	2013
HON	2013-03-07	Q-1	2013
HON	2013-03-21	Q-1	2013
HON	2013-04-19	Q1	2013
HON	2013-05-20	Q-1	2013
HON	2013-05-29	Q-1	2013
HON	2013-07-19	Q2	2013
HON	2013-09-17	Q-1	2013
HON	2013-10-18	Q3	2013
HON	2013-11-19	Q-1	2013
HON	2013-12-17	Q-1	2014
HON	2014-01-24	Q4	2013
HON	2014-04-18	Q1	2014
HON	2014-06-05	Q-1	2014
HON	2014-07-18	Q2	2014
HON	2014-10-18	Q3	2014
HON	2015-01-23	Q4	2014
HON	2015-04-17	Q1	2015
HON	2015-07-17	Q2	2015
HON	2015-07-28	Q2	2015
HON	2015-10-16	Q3	2015
HON	2016-01-29	Q4	2015
HON	2016-04-22	Q1	2016
HON	2016-07-22	Q2	2016
HON	2016-10-21	Q3	2016
HON	2017-01-28	Q4	2016
HON	2017-04-21	Q1	2017
HON	2017-07-21	Q2	2017
HON	2017-10-20	Q3	2017
HON	2017-12-13	Q-1	2018
HON	2018-01-26	Q4	2017
HON	2018-04-20	Q1	2018
HON	2018-07-20	Q2	2018
HON	2018-09-13	Q-1	2018
HON	2018-10-19	Q3	2018
HON	2019-02-02	Q4	2018
HON	2019-02-20	Q-1	2019
HON	2019-03-08	Q-1	2019
HON	2019-04-18	Q1	2019
HON	2019-07-18	Q2	2019
HON	2019-09-12	Q0	2019
HON	2019-10-17	Q3	2019
HON	2020-01-31	Q4	2019
HON	2020-05-01	Q1	2020
HON	2020-06-10	Q-1	2020
HON	2020-07-24	Q2	2020
HON	2020-10-30	Q3	2020
HON	2021-01-29	Q4	2020
IBM	2006-01-18	Q4	2005
IBM	2006-04-19	Q1	2006
IBM	2006-07-18	Q2	2006
IBM	2006-10-17	Q3	2006
IBM	2007-01-19	Q4	2006
IBM	2007-04-17	Q1	2007
IBM	2007-07-19	Q2	2007
IBM	2007-10-17	Q3	2007
IBM	2008-01-18	Q4	2007
IBM	2008-04-16	Q1	2008
IBM	2008-07-18	Q2	2008
IBM	2008-10-16	Q3	2008
IBM	2009-01-21	Q4	2008
IBM	2009-04-21	Q1	2009
IBM	2009-07-17	Q2	2009
IBM	2009-10-16	Q3	2009
IBM	2010-01-20	Q4	2009
IBM	2010-04-19	Q1	2010
IBM	2010-07-20	Q2	2010
IBM	2010-10-18	Q3	2010
IBM	2011-01-19	Q4	2010
IBM	2011-04-20	Q1	2011
IBM	2011-07-18	Q2	2011
IBM	2011-10-18	Q3	2011
IBM	2012-01-20	Q4	2011
IBM	2012-04-17	Q1	2012
IBM	2012-07-18	Q2	2012
IBM	2012-10-17	Q3	2012
IBM	2013-01-23	Q4	2012
IBM	2013-04-18	Q1	2013
IBM	2013-05-29	Q0	2013
IBM	2013-07-17	Q2	2013
IBM	2013-09-04	Q-1	2013
IBM	2013-09-10	Q-1	2013
IBM	2013-10-16	Q3	2013
IBM	2013-12-04	Q-1	2013
IBM	2014-01-22	Q4	2013
IBM	2014-04-17	Q1	2014
IBM	2014-07-18	Q2	2014
IBM	2014-10-20	Q3	2014
IBM	2014-11-12	Q-1	2014
IBM	2015-01-21	Q4	2014
IBM	2015-03-04	Q-1	2015
IBM	2015-04-21	Q1	2015
IBM	2015-05-18	Q-1	2015
IBM	2015-07-20	Q2	2015
IBM	2015-09-09	Q-1	2015
IBM	2015-09-16	Q-1	2015
IBM	2015-10-20	Q3	2015
IBM	2015-12-01	Q0	2015
IBM	2015-12-09	Q-1	2015
IBM	2016-01-20	Q4	2015
IBM	2016-04-19	Q1	2016
IBM	2016-05-23	Q-1	2016
IBM	2016-06-01	Q-1	2016
IBM	2016-07-19	Q2	2016
IBM	2016-10-18	Q3	2016
IBM	2016-11-16	Q-1	2016
IBM	2016-11-30	Q-1	2016
IBM	2017-01-20	Q4	2016
IBM	2017-04-19	Q1	2017
IBM	2017-07-19	Q2	2017
IBM	2017-09-11	Q-1	2017
IBM	2017-10-18	Q3	2017
IBM	2017-11-28	Q0	2017
IBM	2017-12-05	Q-1	2017
IBM	2018-01-19	Q4	2017
IBM	2018-04-18	Q1	2018
IBM	2018-07-19	Q2	2018
IBM	2018-10-17	Q3	2018
IBM	2018-10-29	Q-1	2018
IBM	2018-11-27	Q0	2018
IBM	2018-12-05	Q-1	2018
IBM	2019-01-23	Q4	2018
IBM	2019-04-17	Q1	2019
IBM	2019-06-04	Q-1	2019
IBM	2019-07-17	Q2	2019
IBM	2019-10-17	Q3	2019
IBM	2020-01-22	Q4	2019
IBM	2020-04-21	Q1	2020
IBM	2020-07-21	Q2	2020
IBM	2020-10-20	Q3	2020
IBM	2021-01-22	Q4	2020
INTC	2006-04-20	Q1	2006
INTC	2006-07-20	Q2	2006
INTC	2006-10-18	Q3	2006
INTC	2007-01-17	Q4	2006
INTC	2007-04-18	Q1	2007
INTC	2007-07-18	Q2	2007
INTC	2007-10-17	Q3	2007
INTC	2008-01-16	Q4	2007
INTC	2008-04-16	Q1	2008
INTC	2008-07-16	Q2	2008
INTC	2008-10-15	Q3	2008
INTC	2009-01-16	Q4	2008
INTC	2009-04-15	Q1	2009
INTC	2009-07-15	Q2	2009
INTC	2009-10-14	Q3	2009
INTC	2010-01-15	Q4	2009
INTC	2010-04-14	Q1	2010
INTC	2011-01-14	Q4	2010
INTC	2011-04-20	Q1	2011
INTC	2011-07-21	Q2	2011
INTC	2011-10-19	Q3	2011
INTC	2012-01-20	Q4	2011
INTC	2012-03-06	Q-1	2012
INTC	2012-04-18	Q1	2012
INTC	2012-07-17	Q2	2012
INTC	2012-10-16	Q3	2012
INTC	2012-12-12	Q-1	2012
INTC	2013-01-18	Q4	2012
INTC	2013-04-17	Q1	2013
INTC	2013-05-17	Q0	2013
INTC	2013-07-18	Q2	2013
INTC	2013-09-04	Q-1	2013
INTC	2013-10-15	Q3	2013
INTC	2014-01-17	Q4	2013
INTC	2014-04-16	Q1	2014
INTC	2014-07-16	Q2	2014
INTC	2014-09-03	Q-1	2014
INTC	2014-10-15	Q3	2014
INTC	2014-12-03	Q-1	2014
INTC	2015-01-16	Q4	2014
INTC	2015-04-15	Q1	2015
INTC	2015-05-21	Q0	2015
INTC	2015-07-16	Q2	2015
INTC	2015-08-04	Q-1	2015
INTC	2015-09-08	Q-1	2015
INTC	2015-10-14	Q3	2015
INTC	2015-12-02	Q-1	2015
INTC	2016-01-15	Q4	2015
INTC	2016-04-20	Q1	2016
INTC	2016-06-01	Q-1	2016
INTC	2016-07-21	Q2	2016
INTC	2016-09-07	Q-1	2016
INTC	2016-10-19	Q3	2016
INTC	2016-11-29	Q0	2016
INTC	2016-12-07	Q-1	2016
INTC	2017-01-27	Q4	2016
INTC	2017-04-28	Q1	2017
INTC	2017-07-28	Q2	2017
INTC	2017-08-08	Q-1	2017
INTC	2017-09-13	Q-1	2017
INTC	2017-10-27	Q3	2017
INTC	2017-11-14	Q-1	2017
INTC	2017-11-28	Q1	2017
INTC	2017-12-07	Q-1	2017
INTC	2018-01-10	Q0	2018
INTC	2018-01-26	Q4	2017
INTC	2018-04-27	Q1	2018
INTC	2018-05-15	Q0	2018
INTC	2018-05-17	Q-1	2018
INTC	2018-06-06	Q-1	2018
INTC	2018-07-27	Q2	2018
INTC	2018-09-05	Q-1	2018
INTC	2018-10-26	Q3	2018
INTC	2018-11-12	Q-1	2018
INTC	2018-11-27	Q0	2018
INTC	2018-12-04	Q-1	2018
INTC	2019-01-08	Q0	2019
INTC	2019-01-25	Q4	2018
INTC	2019-04-26	Q1	2019
INTC	2019-07-26	Q2	2019
INTC	2019-09-04	Q-1	2019
INTC	2019-10-25	Q3	2019
INTC	2020-01-07	Q-1	2020
INTC	2020-01-08	Q-1	2020
INTC	2020-01-24	Q4	2019
INTC	2020-04-24	Q1	2020
INTC	2020-07-24	Q2	2020
INTC	2020-10-23	Q3	2020
INTC	2021-01-22	Q4	2020
INTU	2006-02-20	Q2	2006
INTU	2006-05-18	Q3	2006
INTU	2006-08-23	Q4	2006
INTU	2006-11-17	Q1	2007
INTU	2007-02-23	Q2	2007
INTU	2007-05-17	Q3	2007
INTU	2007-08-23	Q4	2007
INTU	2007-11-16	Q1	2008
INTU	2008-02-22	Q2	2008
INTU	2008-05-20	Q3	2008
INTU	2008-08-22	Q4	2008
INTU	2008-11-20	Q1	2009
INTU	2009-02-20	Q2	2009
INTU	2009-05-21	Q3	2009
INTU	2009-08-21	Q4	2009
INTU	2009-11-20	Q1	2010
INTU	2010-02-19	Q2	2010
INTU	2010-05-21	Q3	2010
INTU	2010-08-20	Q4	2010
INTU	2011-02-18	Q2	2011
INTU	2011-05-20	Q3	2011
INTU	2011-08-19	Q4	2011
INTU	2011-09-22	Q-1	2011
INTU	2011-11-18	Q1	2012
INTU	2012-01-19	Q-1	2012
INTU	2012-02-22	Q2	2012
INTU	2012-05-18	Q3	2012
INTU	2012-08-22	Q4	2012
INTU	2012-11-16	Q1	2013
INTU	2013-01-17	Q-1	2013
INTU	2013-02-22	Q2	2013
INTU	2013-02-25	Q-1	2013
INTU	2013-05-22	Q3	2013
INTU	2013-09-25	Q0	2013
INTU	2013-11-22	Q1	2014
INTU	2014-02-21	Q2	2014
INTU	2014-08-22	Q4	2014
INTU	2014-11-21	Q1	2015
INTU	2015-02-20	Q2	2015
INTU	2015-05-22	Q3	2015
INTU	2015-08-21	Q4	2015
INTU	2015-11-20	Q1	2016
INTU	2015-12-02	Q0	2015
INTU	2016-02-26	Q2	2016
INTU	2016-05-25	Q3	2016
INTU	2016-08-24	Q4	2016
INTU	2016-11-18	Q1	2017
INTU	2017-02-24	Q2	2017
INTU	2017-05-24	Q3	2017
INTU	2017-08-23	Q4	2017
INTU	2017-11-21	Q1	2018
INTU	2018-02-23	Q2	2018
INTU	2018-05-23	Q3	2018
INTU	2018-08-24	Q4	2018
INTU	2018-11-20	Q1	2019
INTU	2019-02-22	Q2	2019
INTU	2019-05-24	Q3	2019
INTU	2019-08-23	Q4	2019
INTU	2019-11-22	Q1	2020
INTU	2020-02-25	Q2	2020
INTU	2020-05-22	Q3	2020
INTU	2020-08-26	Q4	2020
INTU	2020-11-20	Q1	2021
INTU	2021-02-24	Q2	2021
ISRG	2007-07-20	Q2	2007
ISRG	2007-10-19	Q3	2007
ISRG	2008-02-01	Q4	2007
ISRG	2008-04-18	Q1	2008
ISRG	2008-07-23	Q2	2008
ISRG	2008-10-17	Q3	2008
ISRG	2009-01-23	Q4	2008
ISRG	2009-04-18	Q1	2009
ISRG	2009-07-23	Q2	2009
ISRG	2009-10-21	Q3	2009
ISRG	2010-01-22	Q4	2009
ISRG	2010-04-16	Q1	2010
ISRG	2011-01-21	Q4	2010
ISRG	2011-04-20	Q1	2011
ISRG	2011-07-20	Q2	2011
ISRG	2011-10-19	Q3	2011
ISRG	2012-01-20	Q4	2011
ISRG	2012-04-18	Q1	2012
ISRG	2012-07-20	Q2	2012
ISRG	2012-10-17	Q3	2012
ISRG	2013-01-23	Q4	2012
ISRG	2013-04-18	Q1	2013
ISRG	2013-07-18	Q2	2013
ISRG	2013-09-11	Q-1	2013
ISRG	2013-10-17	Q3	2013
ISRG	2014-01-24	Q4	2013
ISRG	2014-04-23	Q1	2014
ISRG	2014-06-11	Q-1	2014
ISRG	2014-07-23	Q2	2014
ISRG	2014-10-22	Q3	2014
ISRG	2015-01-23	Q4	2014
ISRG	2015-04-22	Q1	2015
ISRG	2015-07-21	Q2	2015
ISRG	2015-10-21	Q3	2015
ISRG	2016-01-22	Q4	2015
ISRG	2016-04-20	Q1	2016
ISRG	2016-07-20	Q2	2016
ISRG	2016-10-19	Q3	2016
ISRG	2017-01-25	Q4	2016
ISRG	2017-04-19	Q1	2017
ISRG	2017-07-21	Q2	2017
ISRG	2017-10-20	Q3	2017
ISRG	2018-01-26	Q4	2017
ISRG	2018-04-18	Q1	2018
ISRG	2018-07-20	Q2	2018
ISRG	2018-10-19	Q3	2018
ISRG	2019-01-25	Q4	2018
ISRG	2019-04-19	Q1	2019
ISRG	2019-07-19	Q2	2019
ISRG	2019-10-18	Q3	2019
ISRG	2020-01-24	Q4	2019
ISRG	2020-04-17	Q1	2020
ISRG	2020-07-22	Q2	2020
ISRG	2020-10-16	Q3	2020
ISRG	2021-01-22	Q4	2020
JNJ	2007-07-17	Q2	2007
JNJ	2007-10-16	Q3	2007
JNJ	2008-01-22	Q4	2007
JNJ	2008-04-15	Q1	2008
JNJ	2008-07-15	Q2	2008
JNJ	2008-10-14	Q3	2008
JNJ	2009-01-20	Q4	2008
JNJ	2009-04-14	Q1	2009
JNJ	2009-07-14	Q2	2009
JNJ	2009-10-13	Q3	2009
JNJ	2010-01-26	Q4	2009
JNJ	2010-04-20	Q1	2010
JNJ	2010-07-20	Q2	2010
JNJ	2010-10-19	Q3	2010
JNJ	2011-01-26	Q4	2010
JNJ	2011-04-19	Q1	2011
JNJ	2011-07-19	Q2	2011
JNJ	2011-10-18	Q3	2011
JNJ	2012-01-24	Q4	2011
JNJ	2012-04-17	Q1	2012
JNJ	2012-04-26	Q0	2012
JNJ	2012-07-17	Q2	2012
JNJ	2012-10-16	Q3	2012
JNJ	2013-01-22	Q4	2012
JNJ	2013-04-16	Q1	2013
JNJ	2013-04-26	Q0	2013
JNJ	2013-07-16	Q2	2013
JNJ	2013-10-15	Q3	2013
JNJ	2014-01-21	Q4	2013
JNJ	2014-03-04	Q-1	2014
JNJ	2014-04-15	Q1	2014
JNJ	2014-07-15	Q2	2014
JNJ	2014-09-10	Q-1	2014
JNJ	2014-10-14	Q3	2014
JNJ	2015-01-20	Q4	2014
JNJ	2015-04-14	Q1	2015
JNJ	2015-06-11	Q-1	2015
JNJ	2015-07-14	Q2	2015
JNJ	2015-09-10	Q0	2015
JNJ	2015-09-18	Q-1	2015
JNJ	2015-10-13	Q3	2015
JNJ	2016-01-26	Q4	2015
JNJ	2016-03-17	Q-1	2016
JNJ	2016-04-19	Q1	2016
JNJ	2016-05-23	Q-1	2016
JNJ	2016-06-08	Q0	2016
JNJ	2016-07-19	Q2	2016
JNJ	2016-09-08	Q-1	2016
JNJ	2016-09-14	Q-1	2016
JNJ	2016-10-18	Q3	2016
JNJ	2017-01-10	Q0	2017
JNJ	2017-01-24	Q4	2016
JNJ	2017-01-26	Q-1	2016
JNJ	2017-03-14	Q-1	2017
JNJ	2017-04-18	Q1	2017
JNJ	2017-06-08	Q-1	2017
JNJ	2017-06-15	Q0	2017
JNJ	2017-07-18	Q2	2017
JNJ	2017-09-05	Q-1	2017
JNJ	2017-09-14	Q-1	2017
JNJ	2017-10-17	Q3	2017
JNJ	2017-12-07	Q-1	2017
JNJ	2017-12-14	Q-1	2017
JNJ	2018-01-09	Q0	2018
JNJ	2018-01-23	Q4	2017
JNJ	2018-03-13	Q0	2018
JNJ	2018-04-17	Q1	2018
JNJ	2018-05-21	Q-1	2018
JNJ	2018-06-12	Q0	2018
JNJ	2018-07-17	Q2	2018
JNJ	2018-09-06	Q0	2018
JNJ	2018-09-13	Q-1	2018
JNJ	2018-10-16	Q3	2018
JNJ	2018-12-05	Q-1	2018
JNJ	2019-01-22	Q4	2018
JNJ	2019-02-19	Q-1	2019
JNJ	2019-03-01	Q0	2019
JNJ	2019-03-14	Q-1	2019
JNJ	2019-04-16	Q1	2019
JNJ	2019-07-16	Q2	2019
JNJ	2019-09-05	Q0	2019
JNJ	2019-09-10	Q0	2019
JNJ	2019-10-15	Q3	2019
JNJ	2020-01-22	Q4	2019
JNJ	2020-04-14	Q1	2020
JNJ	2020-07-16	Q2	2020
JNJ	2020-10-13	Q3	2020
JNJ	2021-01-26	Q4	2020
JPM	2007-07-18	Q2	2007
JPM	2007-10-17	Q3	2007
JPM	2008-01-16	Q4	2007
JPM	2008-03-18	Q-1	2008
JPM	2008-04-16	Q1	2008
JPM	2008-07-17	Q2	2008
JPM	2008-10-15	Q3	2008
JPM	2009-01-21	Q4	2008
JPM	2009-04-17	Q1	2009
JPM	2009-07-16	Q2	2009
JPM	2009-10-14	Q3	2009
JPM	2010-01-15	Q4	2009
JPM	2010-04-14	Q1	2010
JPM	2010-07-15	Q2	2010
JPM	2010-10-13	Q3	2010
JPM	2011-01-20	Q4	2010
JPM	2011-04-15	Q1	2011
JPM	2011-07-14	Q2	2011
JPM	2011-10-17	Q3	2011
JPM	2011-12-08	Q-1	2011
JPM	2012-01-13	Q4	2011
JPM	2012-02-28	Q-1	2012
JPM	2012-04-13	Q1	2012
JPM	2012-07-13	Q2	2012
JPM	2012-10-12	Q3	2012
JPM	2013-01-16	Q4	2012
JPM	2013-03-06	Q-1	2013
JPM	2013-04-12	Q1	2013
JPM	2013-05-21	Q0	2013
JPM	2013-06-11	Q-1	2013
JPM	2013-07-12	Q2	2013
JPM	2013-09-09	Q-1	2013
JPM	2013-10-11	Q3	2013
JPM	2013-12-11	Q-1	2013
JPM	2014-01-14	Q4	2013
JPM	2014-04-11	Q1	2014
JPM	2014-05-21	Q-1	2014
JPM	2014-06-11	Q-1	2014
JPM	2014-07-15	Q2	2014
JPM	2014-10-14	Q3	2014
JPM	2014-11-13	Q-1	2014
JPM	2014-12-10	Q-1	2011
JPM	2015-01-15	Q4	2014
JPM	2015-04-14	Q1	2015
JPM	2015-06-02	Q-1	2015
JPM	2015-07-14	Q2	2015
JPM	2015-09-19	Q-1	2015
JPM	2015-10-14	Q3	2015
JPM	2015-11-17	Q-1	2015
JPM	2015-12-08	Q-1	2015
JPM	2016-01-14	Q4	2015
JPM	2016-04-14	Q1	2016
JPM	2016-05-17	Q0	2016
JPM	2016-06-01	Q-1	2016
JPM	2016-06-03	Q-1	2016
JPM	2016-06-14	Q-1	2016
JPM	2016-07-14	Q2	2016
JPM	2016-09-12	Q-1	2016
JPM	2016-10-14	Q3	2016
JPM	2016-11-15	Q-1	2015
JPM	2016-12-06	Q-1	2016
JPM	2017-01-13	Q4	2016
JPM	2017-04-13	Q1	2017
JPM	2017-05-16	Q0	2017
JPM	2017-06-01	Q-1	2017
JPM	2017-06-14	Q-1	2017
JPM	2017-07-14	Q2	2017
JPM	2017-09-13	Q-1	2017
JPM	2017-10-12	Q3	2017
JPM	2017-12-05	Q-1	2017
JPM	2017-12-08	Q-1	2017
