TICKER	EVENT_DATE	QUARTER	FISCAL_YEAR
BMY	2010-10-26	Q3	2010
BMY	2011-01-27	Q4	2010
BMY	2011-04-29	Q1	2011
BMY	2011-07-29	Q2	2011
BMY	2011-10-27	Q3	2011
BMY	2012-01-26	Q4	2011
BMY	2012-04-26	Q1	2012
BMY	2012-05-01	Q0	2012
BMY	2012-07-25	Q2	2012
BMY	2012-10-24	Q3	2012
BMY	2013-01-24	Q4	2012
BMY	2013-03-06	Q0	2013
BMY	2013-04-25	Q1	2013
BMY	2013-05-21	Q-1	2013
BMY	2013-07-25	Q2	2013
BMY	2013-09-09	Q-1	2013
BMY	2013-09-11	Q-1	2013
BMY	2013-10-23	Q3	2013
BMY	2014-01-24	Q4	2013
BMY	2014-03-04	Q-1	2014
BMY	2014-04-29	Q1	2014
BMY	2014-06-02	Q-1	2014
BMY	2014-06-10	Q-1	2014
BMY	2014-07-24	Q2	2014
BMY	2014-09-08	Q-1	2014
BMY	2014-10-24	Q3	2014
BMY	2014-11-11	Q-1	2014
BMY	2015-01-27	Q4	2014
BMY	2015-03-03	Q0	2015
BMY	2015-04-28	Q1	2015
BMY	2015-06-09	Q-1	2015
BMY	2015-07-23	Q2	2015
BMY	2015-09-17	Q-1	2015
BMY	2015-10-27	Q3	2015
BMY	2016-01-12	Q-1	2016
BMY	2016-01-28	Q4	2015
BMY	2016-03-10	Q0	2016
BMY	2016-03-16	Q-1	2016
BMY	2016-04-28	Q1	2016
BMY	2016-07-28	Q2	2016
BMY	2016-09-13	Q-1	2016
BMY	2016-09-14	Q-1	2016
BMY	2016-09-30	Q-1	2016
BMY	2016-10-27	Q3	2016
BMY	2016-11-16	Q-1	2016
BMY	2016-12-07	Q-1	2016
BMY	2017-01-10	Q-1	2017
BMY	2017-01-26	Q4	2016
BMY	2017-03-06	Q0	2017
BMY	2017-03-15	Q-1	2017
BMY	2017-04-27	Q1	2017
BMY	2017-05-22	Q-1	2017
BMY	2017-06-05	Q-1	2017
BMY	2017-06-14	Q0	2017
BMY	2017-07-27	Q2	2017
BMY	2017-09-12	Q-1	2017
BMY	2017-10-26	Q3	2017
BMY	2017-11-15	Q-1	2017
BMY	2017-11-29	Q-1	2017
BMY	2017-12-07	Q-1	2017
BMY	2018-01-09	Q0	2018
BMY	2018-02-05	Q4	2017
BMY	2018-03-13	Q0	2018
BMY	2018-03-14	Q-1	2018
BMY	2018-04-26	Q1	2018
BMY	2018-05-22	Q-1	2018
BMY	2018-07-26	Q2	2018
BMY	2018-09-13	Q0	2018
BMY	2018-10-25	Q3	2018
BMY	2018-11-14	Q-1	2018
BMY	2018-11-28	Q-1	2018
BMY	2018-12-07	Q-1	2018
BMY	2019-01-04	Q-1	2019
BMY	2019-01-24	Q4	2018
BMY	2019-03-13	Q-1	2019
BMY	2019-04-25	Q1	2019
BMY	2019-07-25	Q2	2019
BMY	2019-10-31	Q3	2019
BMY	2020-01-09	Q0	2020
BMY	2020-02-06	Q4	2019
BMY	2020-05-07	Q1	2020
BMY	2020-06-13	Q0	2020
BMY	2020-06-22	Q-1	2020
BMY	2020-06-26	Q-1	2020
BMY	2020-08-06	Q2	2020
BMY	2020-11-05	Q3	2020
CMCSA	2005-11-16	Q3	2005
CMCSA	2006-02-03	Q4	2005
CMCSA	2006-04-27	Q1	2006
CMCSA	2006-07-27	Q2	2006
CMCSA	2006-10-26	Q3	2006
CMCSA	2007-02-01	Q4	2006
CMCSA	2007-04-26	Q1	2007
CMCSA	2007-07-26	Q2	2007
CMCSA	2007-10-25	Q3	2007
CMCSA	2008-02-14	Q4	2007
CMCSA	2008-05-01	Q1	2008
CMCSA	2008-07-30	Q2	2008
CMCSA	2008-10-29	Q3	2008
CMCSA	2009-02-18	Q4	2008
CMCSA	2009-04-30	Q1	2009
CMCSA	2009-08-06	Q2	2009
CMCSA	2010-02-03	Q4	2009
CMCSA	2010-07-28	Q2	2010
CMCSA	2010-10-27	Q3	2010
CMCSA	2011-02-16	Q4	2010
CMCSA	2011-05-04	Q1	2011
CMCSA	2011-08-03	Q2	2011
CMCSA	2011-11-02	Q3	2011
CMCSA	2012-02-15	Q4	2011
CMCSA	2012-05-02	Q1	2012
CMCSA	2012-05-31	Q0	2012
CMCSA	2012-08-01	Q2	2012
CMCSA	2012-10-26	Q3	2012
CMCSA	2013-02-13	Q4	2012
CMCSA	2013-05-01	Q1	2013
CMCSA	2013-07-31	Q2	2013
CMCSA	2013-09-11	Q-1	2013
CMCSA	2013-09-24	Q-1	2013
CMCSA	2013-10-30	Q3	2013
CMCSA	2014-01-28	Q4	2013
CMCSA	2014-03-04	Q-1	2014
CMCSA	2014-04-22	Q1	2014
CMCSA	2014-07-22	Q2	2014
CMCSA	2014-09-10	Q-1	2014
CMCSA	2014-09-16	Q-1	2014
CMCSA	2014-10-23	Q3	2014
CMCSA	2014-12-09	Q-1	2014
CMCSA	2015-02-24	Q4	2014
CMCSA	2015-03-03	Q-1	2015
CMCSA	2015-05-04	Q1	2015
CMCSA	2015-05-18	Q-1	2015
CMCSA	2015-07-23	Q2	2015
CMCSA	2015-09-09	Q-1	2015
CMCSA	2015-09-16	Q-1	2015
CMCSA	2015-10-27	Q3	2015
CMCSA	2015-12-07	Q-1	2015
CMCSA	2016-02-03	Q4	2015
CMCSA	2016-04-27	Q1	2016
CMCSA	2016-05-23	Q-1	2016
CMCSA	2016-07-27	Q2	2016
CMCSA	2016-09-15	Q-1	2015
CMCSA	2016-09-20	Q-1	2016
CMCSA	2016-10-26	Q3	2016
CMCSA	2016-12-08	Q-1	2016
CMCSA	2017-01-26	Q4	2016
CMCSA	2017-03-06	Q-1	2017
CMCSA	2017-04-27	Q1	2017
CMCSA	2017-05-22	Q-1	2017
CMCSA	2017-06-08	Q0	2017
CMCSA	2017-07-27	Q2	2017
CMCSA	2017-09-07	Q-1	2017
CMCSA	2017-09-12	Q0	2017
CMCSA	2017-10-26	Q3	2017
CMCSA	2017-12-05	Q-1	2017
CMCSA	2018-01-24	Q4	2017
CMCSA	2018-04-25	Q1	2018
CMCSA	2018-05-14	Q-1	2018
CMCSA	2018-06-11	Q0	2018
CMCSA	2018-07-26	Q2	2018
CMCSA	2018-09-07	Q-1	2018
CMCSA	2018-09-12	Q0	2018
CMCSA	2018-10-25	Q3	2018
CMCSA	2018-12-04	Q-1	2018
CMCSA	2019-01-23	Q4	2018
CMCSA	2019-03-12	Q-1	2019
CMCSA	2019-04-25	Q1	2019
CMCSA	2019-07-25	Q2	2019
CMCSA	2019-09-12	Q-1	2019
CMCSA	2019-09-18	Q0	2019
CMCSA	2019-10-24	Q3	2019
CMCSA	2019-12-09	Q-1	2019
CMCSA	2020-01-23	Q4	2019
CMCSA	2020-05-01	Q1	2020
CMCSA	2020-07-30	Q2	2020
CMCSA	2020-10-29	Q3	2020
CMCSA	2021-01-28	Q4	2020
COST	2005-12-12	Q1	2006
COST	2006-03-03	Q2	2006
COST	2006-05-31	Q3	2006
COST	2006-10-13	Q4	2006
COST	2006-12-14	Q1	2007
COST	2007-03-08	Q2	2007
COST	2007-05-31	Q3	2007
COST	2007-10-10	Q4	2007
COST	2007-12-13	Q1	2008
COST	2008-01-10	Q-1	2008
COST	2008-03-05	Q2	2008
COST	2008-05-29	Q3	2008
COST	2008-10-08	Q4	2008
COST	2008-12-11	Q1	2009
COST	2009-03-04	Q2	2009
COST	2009-05-28	Q3	2009
COST	2009-10-08	Q4	2009
COST	2009-12-10	Q1	2010
COST	2010-03-03	Q2	2010
COST	2010-05-27	Q3	2010
COST	2010-12-08	Q1	2011
COST	2011-03-03	Q2	2011
COST	2011-05-26	Q3	2011
COST	2011-08-04	Q-1	2011
COST	2011-10-05	Q4	2011
COST	2011-12-09	Q1	2012
COST	2012-02-29	Q2	2012
COST	2012-05-24	Q3	2012
COST	2012-10-10	Q4	2012
COST	2012-12-12	Q1	2013
COST	2013-03-12	Q2	2013
COST	2013-05-30	Q3	2013
COST	2013-10-09	Q4	2013
COST	2013-12-11	Q1	2014
COST	2014-03-06	Q2	2014
COST	2014-05-29	Q3	2014
COST	2014-09-04	Q-1	2014
COST	2014-10-08	Q4	2014
COST	2014-12-11	Q1	2015
COST	2015-03-05	Q2	2015
COST	2015-05-28	Q3	2015
COST	2015-09-30	Q4	2015
COST	2015-12-10	Q1	2016
COST	2016-03-04	Q2	2016
COST	2016-05-26	Q3	2016
COST	2016-09-30	Q4	2016
COST	2016-12-08	Q1	2017
COST	2017-03-03	Q2	2017
COST	2017-05-26	Q3	2017
COST	2017-10-06	Q4	2017
COST	2017-12-15	Q1	2018
COST	2018-03-09	Q2	2018
COST	2018-06-01	Q3	2018
COST	2018-09-07	Q-1	2018
COST	2018-10-05	Q4	2018
COST	2018-12-14	Q1	2019
COST	2019-03-08	Q2	2019
COST	2019-05-31	Q3	2019
COST	2019-10-04	Q4	2019
COST	2019-12-13	Q1	2020
COST	2020-03-06	Q2	2020
COST	2020-05-29	Q3	2020
COST	2020-09-25	Q4	2020
COST	2020-12-11	Q1	2021
COST	2021-03-05	Q2	2021
CRM	2005-11-24	Q3	2006
CRM	2006-02-23	Q4	2006
CRM	2006-05-18	Q1	2007
CRM	2006-08-17	Q2	2007
CRM	2006-11-16	Q3	2007
CRM	2007-02-22	Q4	2007
CRM	2007-05-17	Q1	2008
CRM	2007-08-15	Q2	2008
CRM	2007-11-16	Q3	2008
CRM	2008-02-28	Q4	2008
CRM	2008-05-22	Q1	2009
CRM	2008-08-21	Q2	2009
CRM	2008-11-21	Q3	2009
CRM	2009-02-26	Q4	2009
CRM	2009-08-21	Q2	2010
CRM	2009-11-18	Q3	2010
CRM	2010-02-28	Q4	2010
CRM	2010-05-21	Q1	2011
CRM	2011-02-25	Q4	2011
CRM	2011-05-20	Q1	2012
CRM	2011-08-19	Q2	2012
CRM	2011-11-18	Q3	2012
CRM	2012-02-24	Q4	2012
CRM	2012-05-18	Q1	2013
CRM	2012-08-24	Q2	2013
CRM	2012-11-21	Q3	2013
CRM	2013-03-01	Q4	2013
CRM	2013-03-05	Q-1	2013
CRM	2013-03-06	Q-1	2013
CRM	2013-03-21	Q-1	2013
CRM	2013-05-23	Q1	2014
CRM	2013-06-04	Q-1	2013
CRM	2013-06-07	Q0	2013
CRM	2013-08-29	Q2	2014
CRM	2013-09-05	Q-1	2013
CRM	2013-09-12	Q-1	2013
CRM	2013-11-19	Q3	2014
CRM	2013-12-03	Q0	2013
CRM	2014-02-28	Q4	2014
CRM	2014-03-04	Q-1	2014
CRM	2014-05-21	Q1	2015
CRM	2014-06-03	Q0	2014
CRM	2014-08-22	Q2	2014
CRM	2014-11-20	Q3	2015
CRM	2015-02-26	Q4	2015
CRM	2015-03-13	Q-1	2014
CRM	2015-05-21	Q1	2016
CRM	2015-08-21	Q2	2016
CRM	2015-11-19	Q3	2016
CRM	2016-02-25	Q4	2016
CRM	2016-05-19	Q1	2017
CRM	2016-09-01	Q2	2017
CRM	2016-11-18	Q3	2017
CRM	2017-03-01	Q4	2017
CRM	2017-05-19	Q1	2017
CRM	2017-08-23	Q2	2018
CRM	2017-11-22	Q3	2017
CRM	2018-03-01	Q4	2018
CRM	2018-03-22	Q-1	2018
CRM	2018-05-30	Q1	2019
CRM	2018-08-30	Q2	2019
CRM	2018-11-28	Q3	2019
CRM	2018-12-05	Q-1	2018
CRM	2018-12-06	Q-1	2018
CRM	2019-03-05	Q4	2019
CRM	2019-06-05	Q1	2020
CRM	2019-08-23	Q2	2020
CRM	2019-09-19	Q-1	2019
CRM	2019-12-04	Q3	2020
CRM	2020-02-26	Q4	2020
CRM	2020-05-29	Q1	2021
CRM	2020-06-09	Q0	2020
CRM	2020-06-10	Q-1	2020
CRM	2020-08-26	Q2	2021
CRM	2020-12-02	Q3	2021
CRM	2021-02-26	Q4	2020
DUK	2007-08-07	Q2	2007
DUK	2007-11-02	Q3	2007
DUK	2008-02-05	Q4	2007
DUK	2008-05-02	Q1	2008
DUK	2008-08-06	Q2	2008
DUK	2008-11-05	Q3	2008
DUK	2009-02-05	Q4	2008
DUK	2009-05-05	Q1	2009
DUK	2009-08-04	Q2	2009
DUK	2009-10-30	Q3	2009
DUK	2010-05-04	Q1	2010
DUK	2010-08-03	Q2	2010
DUK	2010-10-28	Q3	2010
DUK	2011-02-17	Q4	2010
DUK	2011-05-03	Q1	2011
DUK	2011-08-02	Q2	2011
DUK	2011-08-23	Q-1	2011
DUK	2011-11-03	Q3	2011
DUK	2012-02-16	Q4	2011
DUK	2012-05-03	Q0	2012
DUK	2012-05-04	Q1	2012
DUK	2012-08-02	Q2	2012
DUK	2012-11-08	Q3	2012
DUK	2013-02-13	Q4	2012
DUK	2013-03-01	Q-1	2013
DUK	2013-05-03	Q1	2013
DUK	2013-05-04	Q0	2013
DUK	2013-08-07	Q2	2013
DUK	2013-09-12	Q-1	2013
DUK	2013-09-24	Q-1	2013
DUK	2013-11-06	Q3	2013
DUK	2013-12-12	Q-1	2013
DUK	2014-02-18	Q4	2013
DUK	2014-05-07	Q1	2014
DUK	2014-08-07	Q2	2014
DUK	2014-11-05	Q3	2014
DUK	2015-02-18	Q4	2014
DUK	2015-05-01	Q1	2015
DUK	2015-08-06	Q2	2015
DUK	2015-11-05	Q3	2015
DUK	2016-02-18	Q4	2015
DUK	2016-05-03	Q1	2016
DUK	2016-08-04	Q2	2016
DUK	2016-11-04	Q3	2016
DUK	2017-02-16	Q4	2016
DUK	2017-05-09	Q1	2017
DUK	2017-08-03	Q2	2017
DUK	2017-09-07	Q-1	2017
DUK	2017-11-03	Q3	2017
DUK	2018-02-20	Q4	2017
DUK	2018-05-10	Q1	2018
DUK	2018-08-02	Q2	2018
DUK	2018-11-02	Q3	2018
DUK	2019-02-14	Q4	2018
DUK	2019-05-09	Q1	2019
DUK	2019-08-06	Q2	2019
DUK	2019-11-08	Q3	2019
DUK	2020-02-13	Q4	2019
DUK	2020-05-12	Q1	2020
DUK	2020-08-10	Q2	2020
DUK	2020-11-05	Q3	2020
EBAY	2006-01-19	Q4	2005
EBAY	2006-04-19	Q1	2006
EBAY	2006-07-20	Q2	2006
EBAY	2006-10-18	Q3	2006
EBAY	2007-01-25	Q4	2006
EBAY	2007-04-18	Q1	2007
EBAY	2007-07-18	Q2	2007
EBAY	2007-10-18	Q3	2007
EBAY	2008-01-24	Q4	2007
EBAY	2008-04-17	Q1	2008
EBAY	2008-07-17	Q2	2008
EBAY	2008-10-16	Q3	2008
EBAY	2009-01-22	Q4	2008
EBAY	2009-04-23	Q1	2009
EBAY	2009-07-23	Q2	2009
EBAY	2009-10-22	Q3	2009
EBAY	2010-01-21	Q4	2009
EBAY	2010-04-21	Q1	2010
EBAY	2010-07-22	Q2	2010
EBAY	2011-01-20	Q4	2010
EBAY	2011-04-28	Q1	2011
EBAY	2011-07-21	Q2	2011
EBAY	2011-10-20	Q3	2011
EBAY	2012-01-19	Q4	2011
EBAY	2012-04-19	Q1	2012
EBAY	2012-04-27	Q0	2012
EBAY	2012-07-19	Q2	2012
EBAY	2012-10-18	Q3	2012
EBAY	2013-01-17	Q4	2012
EBAY	2013-04-17	Q1	2013
EBAY	2013-04-18	Q0	2013
EBAY	2013-05-30	Q0	2013
EBAY	2013-07-18	Q2	2013
EBAY	2013-09-04	Q-1	2013
EBAY	2013-10-01	Q-1	2013
EBAY	2013-10-16	Q3	2013
EBAY	2014-01-23	Q4	2013
EBAY	2014-03-05	Q-1	2014
EBAY	2014-04-30	Q1	2014
EBAY	2014-07-17	Q2	2014
EBAY	2014-09-04	Q-1	2014
EBAY	2014-10-16	Q3	2014
EBAY	2015-01-22	Q4	2014
EBAY	2015-03-04	Q-1	2015
EBAY	2015-04-23	Q1	2015
EBAY	2015-07-16	Q2	2015
EBAY	2015-10-22	Q3	2015
EBAY	2016-01-28	Q4	2015
EBAY	2016-04-27	Q1	2016
EBAY	2016-07-21	Q2	2016
EBAY	2016-10-20	Q3	2016
EBAY	2017-01-26	Q4	2016
EBAY	2017-04-20	Q1	2017
EBAY	2017-05-19	Q0	2017
EBAY	2017-07-21	Q2	2017
EBAY	2017-10-19	Q3	2017
EBAY	2017-11-29	Q0	2017
EBAY	2017-12-05	Q-1	2017
EBAY	2018-02-01	Q4	2017
EBAY	2018-04-26	Q1	2018
EBAY	2018-05-30	Q-1	2018
EBAY	2018-07-19	Q2	2018
EBAY	2018-10-31	Q3	2018
EBAY	2019-01-30	Q4	2018
EBAY	2019-04-24	Q1	2019
EBAY	2019-05-30	Q-1	2019
EBAY	2019-07-18	Q2	2019
EBAY	2019-10-24	Q3	2019
EBAY	2020-01-29	Q4	2019
EBAY	2020-04-30	Q1	2020
EBAY	2020-07-29	Q2	2020
EBAY	2020-10-29	Q3	2020
F	2006-10-23	Q3	2006
F	2007-01-25	Q4	2006
F	2007-02-01	Q-1	2007
F	2007-04-27	Q1	2007
F	2007-07-26	Q2	2007
F	2007-11-09	Q3	2007
F	2007-12-04	Q-1	2007
F	2008-01-25	Q4	2007
F	2008-04-01	Q-1	2008
F	2008-04-25	Q1	2008
F	2008-06-03	Q-1	2008
F	2008-07-25	Q2	2008
F	2008-09-03	Q-1	2008
F	2008-10-01	Q-1	2008
F	2008-11-07	Q3	2008
F	2009-01-06	Q-1	2008
F	2009-01-29	Q4	2008
F	2009-01-30	Q4	2008
F	2009-04-02	Q-1	2009
F	2009-04-24	Q1	2009
F	2009-07-23	Q2	2009
F	2009-11-03	Q3	2009
F	2010-01-28	Q4	2009
F	2010-04-27	Q1	2010
F	2010-07-23	Q2	2010
F	2010-10-26	Q3	2010
F	2011-01-28	Q4	2010
F	2011-04-26	Q1	2011
F	2011-07-26	Q2	2011
F	2011-08-03	Q-1	2011
F	2011-10-03	Q-1	2011
F	2011-10-20	Q-1	2011
F	2011-10-26	Q3	2011
F	2011-11-01	Q-1	2011
F	2012-01-27	Q4	2011
F	2012-02-01	Q-1	2012
F	2012-03-01	Q-1	2012
F	2012-03-09	Q-1	2012
F	2012-04-03	Q-1	2012
F	2012-04-27	Q1	2012
F	2012-05-01	Q-1	2012
F	2012-05-10	Q0	2012
F	2012-06-01	Q-1	2012
F	2012-07-25	Q2	2012
F	2012-09-04	Q-1	2012
F	2012-10-02	Q-1	2012
F	2012-10-25	Q-1	2012
F	2012-11-01	Q3	2012
F	2012-12-03	Q-1	2012
F	2013-01-03	Q-1	2012
F	2013-01-29	Q4	2012
F	2013-03-15	Q-1	2013
F	2013-04-02	Q-1	2013
F	2013-04-24	Q1	2013
F	2013-05-01	Q-1	2013
F	2013-05-10	Q0	2013
F	2013-06-14	Q-1	2012
F	2013-07-02	Q-1	2013
F	2013-07-24	Q2	2013
F	2013-08-03	Q-1	2013
F	2013-09-04	Q-1	2013
F	2013-09-10	Q1	2013
F	2013-09-17	Q-1	2013
F	2013-10-01	Q-1	2013
F	2013-10-24	Q3	2013
F	2013-11-01	Q-1	2013
F	2013-12-03	Q-1	2013
F	2013-12-18	Q0	2013
F	2014-01-28	Q4	2013
F	2014-02-03	Q-1	2014
F	2014-03-03	Q-1	2014
F	2014-04-25	Q1	2014
F	2014-06-03	Q-1	2014
F	2014-06-04	Q-1	2014
F	2014-07-24	Q2	2014
F	2014-09-03	Q-1	2014
F	2014-09-16	Q-1	2014
F	2014-10-01	Q-1	2014
F	2014-10-25	Q3	2014
F	2014-11-19	Q-1	2014
F	2014-12-02	Q-1	2014
F	2015-01-29	Q4	2014
F	2015-03-03	Q-1	2015
F	2015-04-01	Q-1	2015
F	2015-04-28	Q1	2015
F	2015-06-04	Q-1	2015
F	2015-07-28	Q2	2015
F	2015-09-01	Q-1	2015
F	2015-09-16	Q-1	2015
F	2015-10-01	Q-1	2015
F	2015-10-27	Q3	2015
F	2015-11-30	Q-1	2015
F	2015-12-01	Q-1	2015
F	2016-01-28	Q4	2015
F	2016-03-23	Q-1	2016
F	2016-04-29	Q1	2016
F	2016-06-01	Q-1	2016
F	2016-07-28	Q2	2016
F	2016-09-16	Q-1	2016
F	2016-10-27	Q3	2016
F	2016-12-01	Q-1	2016
F	2017-01-11	Q-1	2016
F	2017-01-26	Q4	2016
F	2017-04-27	Q1	2017
F	2017-06-01	Q-1	2017
F	2017-07-27	Q2	2017
F	2017-10-03	Q-1	2017
F	2017-10-26	Q3	2017
F	2017-11-14	Q-1	2017
F	2017-11-15	Q-1	2017
F	2017-12-01	Q-1	2017
F	2018-01-25	Q4	2017
F	2018-04-26	Q1	2018
F	2018-05-15	Q-1	2018
F	2018-06-01	Q-1	2018
F	2018-07-26	Q2	2018
F	2018-09-04	Q-1	2018
F	2018-09-12	Q0	2018
F	2018-10-02	Q-1	2018
F	2018-10-25	Q3	2018
F	2018-11-14	Q-1	2018
F	2018-12-03	Q-1	2018
F	2019-01-16	Q-1	2019
F	2019-01-24	Q4	2018
F	2019-04-04	Q1	2019
F	2019-04-26	Q1	2019
F	2019-06-06	Q-1	2019
F	2019-07-12	Q-1	2019
F	2019-07-25	Q2	2019
F	2019-10-02	Q3	2019
F	2019-10-24	Q3	2019
F	2019-11-22	Q-1	2019
F	2019-12-04	Q0	2019
F	2019-12-10	Q-1	2019
F	2020-02-05	Q4	2019
F	2020-04-29	Q1	2020
F	2020-06-26	Q-1	2020
F	2020-07-31	Q2	2020
F	2020-10-29	Q3	2020
FB	2012-07-27	Q2	2012
FB	2012-10-24	Q3	2012
FB	2013-01-31	Q4	2012
FB	2013-05-02	Q1	2013
FB	2013-07-25	Q2	2013
FB	2013-10-31	Q3	2013
FB	2013-12-04	Q-1	2013
FB	2014-01-30	Q4	2013
FB	2014-02-20	Q-1	2014
FB	2014-04-24	Q1	2014
FB	2014-07-24	Q2	2014
FB	2014-10-29	Q3	2014
FB	2014-12-02	Q0	2014
FB	2015-01-29	Q4	2014
FB	2015-03-02	Q-1	2015
FB	2015-04-23	Q1	2015
FB	2015-05-18	Q0	2015
FB	2015-06-11	Q0	2015
FB	2015-07-30	Q2	2015
FB	2015-11-05	Q3	2015
FB	2015-12-08	Q0	2015
FB	2016-01-28	Q4	2015
FB	2016-04-28	Q1	2016
FB	2016-06-20	Q0	2016
FB	2016-07-28	Q2	2016
FB	2016-11-03	Q3	2016
FB	2017-02-02	Q4	2016
FB	2017-05-04	Q1	2017
FB	2017-06-02	Q0	2017
FB	2017-07-27	Q2	2017
FB	2017-11-02	Q3	2017
FB	2018-02-01	Q4	2017
FB	2018-04-26	Q1	2018
FB	2018-06-01	Q0	2018
FB	2018-07-26	Q2	2018
FB	2018-10-31	Q3	2018
FB	2019-01-31	Q4	2018
FB	2019-02-27	Q-1	2019
FB	2019-04-25	Q1	2019
FB	2019-07-25	Q2	2019
FB	2019-10-31	Q3	2019
FB	2020-01-30	Q4	2019
FB	2020-04-30	Q1	2020
FB	2020-07-31	Q2	2020
FB	2020-10-30	Q3	2020
FB	2021-01-28	Q4	2020
FDX	2007-03-21	Q3	2007
FDX	2007-06-20	Q4	2007
FDX	2007-09-20	Q1	2008
FDX	2007-12-20	Q2	2008
FDX	2008-03-21	Q3	2008
FDX	2008-06-18	Q4	2008
FDX	2008-09-18	Q1	2009
FDX	2008-12-18	Q2	2009
FDX	2009-03-19	Q3	2009
FDX	2009-06-17	Q4	2009
FDX	2009-12-17	Q2	2010
FDX	2010-03-31	Q3	2010
FDX	2010-06-16	Q4	2010
FDX	2011-03-17	Q3	2011
FDX	2011-06-22	Q4	2011
FDX	2011-09-22	Q1	2012
FDX	2011-12-15	Q2	2012
FDX	2012-06-19	Q4	2012
FDX	2012-09-18	Q1	2013
FDX	2012-12-19	Q2	2013
FDX	2013-03-20	Q3	2013
FDX	2013-06-20	Q4	2013
FDX	2013-09-18	Q1	2014
FDX	2013-12-18	Q2	2014
FDX	2014-03-19	Q3	2014
FDX	2014-06-18	Q4	2014
FDX	2014-09-17	Q1	2015
FDX	2014-12-17	Q2	2015
FDX	2015-03-18	Q3	2015
FDX	2015-06-18	Q4	2015
FDX	2015-09-16	Q1	2016
FDX	2015-12-17	Q2	2016
FDX	2016-03-17	Q3	2016
FDX	2016-06-22	Q4	2016
FDX	2016-09-21	Q1	2017
FDX	2016-12-21	Q2	2017
FDX	2017-03-22	Q3	2017
FDX	2017-06-21	Q4	2017
FDX	2017-09-20	Q1	2018
FDX	2017-12-20	Q2	2018
FDX	2018-03-21	Q3	2018
FDX	2018-06-20	Q4	2018
FDX	2018-09-17	Q1	2019
FDX	2018-12-19	Q2	2019
FDX	2019-03-20	Q3	2019
FDX	2019-06-26	Q4	2019
FDX	2019-09-18	Q1	2020
FDX	2019-12-18	Q2	2020
FDX	2020-03-18	Q3	2020
FDX	2020-07-01	Q4	2020
FDX	2020-09-16	Q1	2021
FDX	2020-12-18	Q2	2021
GM	2006-10-25	Q3	2006
GM	2007-02-01	Q-1	2007
GM	2007-03-15	Q4	2006
GM	2007-05-03	Q1	2007
GM	2007-07-31	Q2	2007
GM	2007-11-08	Q3	2007
GM	2008-02-13	Q4	2007
GM	2008-04-30	Q1	2008
GM	2008-06-03	Q-1	2008
GM	2008-07-23	Q2	2008
GM	2008-08-01	Q2	2008
GM	2008-10-29	Q3	2008
GM	2008-11-08	Q3	2008
GM	2009-01-06	Q-1	2009
GM	2009-01-21	Q4	2008
GM	2009-04-02	Q-1	2009
GM	2009-05-12	Q-1	2009
GM	2011-08-04	Q2	2011
GM	2011-10-03	Q-1	2011
GM	2011-11-01	Q-1	2011
GM	2011-11-09	Q3	2011
GM	2012-02-01	Q-1	2012
GM	2012-02-16	Q4	2011
GM	2012-03-01	Q-1	2012
GM	2012-05-01	Q-1	2012
GM	2012-05-03	Q1	2012
GM	2012-08-02	Q2	2012
GM	2012-09-05	Q-1	2012
GM	2012-10-31	Q3	2012
GM	2012-12-03	Q-1	2012
GM	2013-01-03	Q-1	2012
GM	2013-02-14	Q4	2012
GM	2013-03-01	Q-1	2013
GM	2013-04-02	Q-1	2013
GM	2013-05-02	Q1	2013
GM	2013-06-06	Q0	2013
GM	2013-07-02	Q-1	2013
GM	2013-07-25	Q2	2013
GM	2013-08-03	Q2	2013
GM	2013-09-04	Q-1	2013
GM	2013-10-01	Q-1	2013
GM	2013-10-30	Q3	2013
GM	2013-12-03	Q-1	2013
GM	2014-02-06	Q4	2013
GM	2014-04-24	Q1	2014
GM	2014-06-10	Q0	2014
GM	2014-07-24	Q2	2014
GM	2014-10-23	Q3	2014
GM	2014-11-20	Q-1	2014
GM	2014-12-04	Q-1	2014
GM	2015-02-04	Q4	2014
GM	2015-04-02	Q-1	2015
GM	2015-04-23	Q1	2015
GM	2015-06-09	Q0	2015
GM	2015-07-23	Q2	2015
GM	2015-08-11	Q3	2015
GM	2015-09-08	Q-1	2015
GM	2015-09-16	Q-1	2015
GM	2015-10-21	Q3	2015
GM	2015-11-18	Q-1	2015
GM	2016-01-13	Q-1	2016
GM	2016-02-03	Q4	2015
GM	2016-03-23	Q-1	2016
GM	2016-04-21	Q1	2016
GM	2016-06-15	Q-1	2016
GM	2016-07-21	Q2	2016
GM	2016-09-06	Q-1	2016
GM	2016-10-25	Q3	2016
GM	2017-01-11	Q-1	2017
GM	2017-02-07	Q4	2016
GM	2017-04-28	Q1	2017
GM	2017-05-16	Q-1	2017
GM	2017-07-25	Q2	2017
GM	2017-08-10	Q-1	2017
GM	2017-09-07	Q-1	2017
GM	2017-10-24	Q3	2017
GM	2017-11-15	Q-1	2017
GM	2017-12-02	Q-1	2017
GM	2018-01-10	Q-1	2018
GM	2018-02-07	Q4	2017
GM	2018-04-26	Q1	2018
GM	2018-05-31	Q-1	2018
GM	2018-07-25	Q2	2018
GM	2018-09-06	Q-1	2018
GM	2018-10-31	Q3	2018
GM	2018-11-12	Q-1	2018
GM	2018-11-15	Q-1	2018
GM	2018-11-27	Q-1	2018
