permno,ticker,event_date,car,car_tstat,observations,alpha,beta,r_squared,error,event_window,event_window_start,event_window_end
20482,ABT,2007-07-18,0.013230794159703367,8.255898824415507,2,0.0010002656999340402,0.6455629955642476,0.14495839609423478,,"CAR(0,1)",0,1
20482,ABT,2007-10-17,-0.008134916948672551,-0.313350116282861,2,-6.942365900376255e-05,0.8007784659016626,0.33474807027268505,,"CAR(0,1)",0,1
20482,ABT,2008-01-23,-0.029274773351412292,-1.5285926271644925,2,-3.0009382936609048e-05,0.6793706234869757,0.3661760565213804,,"CAR(0,1)",0,1
20482,ABT,2008-04-16,-0.030762103418524422,-2.0092174376394563,2,0.00015185406151452482,0.5004527173371384,0.24741473735936514,,"CAR(0,1)",0,1
20482,ABT,2008-07-17,0.005515721763707326,1.386714306900593,2,0.0004884487288946479,0.42102222452183374,0.15840960592796638,,"CAR(0,1)",0,1
20482,ABT,2008-10-16,0.01222969047366462,1.5939344315639543,2,0.0002830491307188162,0.4441418753676063,0.15772655334690944,,"CAR(0,1)",0,1
20482,ABT,2009-01-12,-0.006392793933460904,-0.4695164255325375,2,0.0017324809761608336,0.5248840318772172,0.5083465905896665,,"CAR(0,1)",0,1
20482,ABT,2009-01-21,0.059956508040049816,3.3686223637009465,2,0.0017292871515238173,0.5276011224556948,0.5403747177634894,,"CAR(0,1)",0,1
20482,ABT,2009-04-18,,,0,0.0005385573540967808,0.5091029265149313,0.5166493884579442,No stock returns in event window,"CAR(0,1)",0,1
20482,ABT,2009-07-15,-0.04716200448248818,-1.7383669522498035,2,-0.0012473409315063898,0.3967778273031815,0.25080384595596605,,"CAR(0,1)",0,1
20482,ABT,2009-10-14,0.04290042043177953,3.2715844260609486,2,-0.0016812409583548775,0.27410016723137326,0.08417391661373885,,"CAR(0,1)",0,1
20482,ABT,2010-01-27,-0.010261747676479797,-0.6494826397020902,2,0.001244950819287454,0.27230361859453067,0.08090913135316213,,"CAR(0,1)",0,1
20482,ABT,2010-04-21,-0.04048445188338106,-4.16950635931076,2,0.0011918779091217389,0.4052341340591312,0.2076397378461523,,"CAR(0,1)",0,1
20482,ABT,2011-01-27,-0.01884414853945145,-12.254875415789101,2,-0.0003349704185884981,0.5036107653707317,0.4271527834795884,,"CAR(0,1)",0,1
20482,ABT,2011-04-20,0.007007848163270394,0.2422842220842463,2,-0.000783704499548192,0.424985657961809,0.18967912123757813,,"CAR(0,1)",0,1
20482,ABT,2011-07-20,-0.005337366329340764,-0.395225234224097,2,0.00013597376948121964,0.35625507591740335,0.10908391093022451,,"CAR(0,1)",0,1
20482,ABT,2011-10-19,0.033365360462849075,3.215528344364423,2,0.0013821679614547803,0.550875645878785,0.47683675909553336,,"CAR(0,1)",0,1
