permno,ticker,event_date,car,car_tstat,observations,alpha,beta,r_squared,error,event_window,event_window_start,event_window_end
20482,ABT,2007-07-18,-0.006923941315035825,-0.2582973691281091,3,0.0010002656999340402,0.6455629955642476,0.14495839609423478,,"CAR(0,2)",0,2
20482,ABT,2007-10-17,0.006401449965318997,0.21936326711258813,3,-6.942365900376255e-05,0.8007784659016626,0.33474807027268505,,"CAR(0,2)",0,2
20482,ABT,2008-01-23,-0.04813215879995494,-2.812428787588478,3,-3.0009382936609048e-05,0.6793706234869757,0.3661760565213804,,"CAR(0,2)",0,2
20482,ABT,2008-04-16,-0.04333796670251006,-3.1977216617741173,3,0.00015185406151452482,0.5004527173371384,0.24741473735936514,,"CAR(0,2)",0,2
20482,ABT,2008-07-17,0.005515721763707326,1.386714306900593,2,0.0004884487288946479,0.42102222452183374,0.15840960592796638,,"CAR(0,2)",0,2
20482,ABT,2008-10-16,0.01222969047366462,1.5939344315639543,2,0.0002830491307188162,0.4441418753676063,0.15772655334690944,,"CAR(0,2)",0,2
20482,ABT,2009-01-12,-0.0014285334951292866,-0.0996185130756784,3,0.0017324809761608336,0.5248840318772172,0.5083465905896665,,"CAR(0,2)",0,2
20482,ABT,2009-01-21,0.05084015319970449,1.209801383708007,3,0.0017292871515238173,0.5276011224556948,0.5403747177634894,,"CAR(0,2)",0,2
20482,ABT,2009-04-18,,,0,,,,boolean value of NA is ambiguous,"CAR(0,2)",0,2
20482,ABT,2009-07-15,-0.05633298576825148,-2.0438439279565217,3,-0.0012473409315063898,0.3967778273031815,0.25080384595596605,,"CAR(0,2)",0,2
20482,ABT,2009-10-14,0.037570222354073486,1.2915731885078092,3,-0.0016812409583548775,0.27410016723137326,0.08417391661373885,,"CAR(0,2)",0,2
20482,ABT,2010-01-27,-0.02742269892062499,-1.505129661975429,3,0.001244950819287454,0.27230361859453067,0.08090913135316213,,"CAR(0,2)",0,2
20482,ABT,2010-04-21,-0.04312789268643897,-2.2111773727189004,3,0.0011918779091217389,0.4052341340591312,0.2076397378461523,,"CAR(0,2)",0,2
20482,ABT,2011-01-27,-0.01884414853945145,-12.254875415789101,2,-0.0003349704185884981,0.5036107653707317,0.4271527834795884,,"CAR(0,2)",0,2
20482,ABT,2011-04-20,0.007007848163270394,0.2422842220842463,2,-0.000783704499548192,0.424985657961809,0.18967912123757813,,"CAR(0,2)",0,2
20482,ABT,2011-07-20,-0.004093278642915293,-0.3319095821880831,3,0.00013597376948121964,0.35625507591740335,0.10908391093022451,,"CAR(0,2)",0,2
20482,ABT,2011-10-19,0.01785612405918538,0.5342529052420293,3,0.0013821679614547803,0.550875645878785,0.47683675909553336,,"CAR(0,2)",0,2
20482,ABT,2012-01-25,-0.021930423037385998,-1.1697811514702239,3,0.0005586794969211318,0.5346997122559346,0.5978599795843755,,"CAR(0,2)",0,2
20482,ABT,2012-04-18,-0.007389644057033197,-0.4223189071368033,3,0.0006540105988317249,0.5052882234033914,0.5685770859729545,,"CAR(0,2)",0,2
20482,ABT,2012-07-18,-0.023330252186883116,-3.418821919335392,3,0.0008525025185465215,0.514388456250242,0.4318059311491782,,"CAR(0,2)",0,2
20482,ABT,2012-10-17,-0.08123122700479148,-1.9263572542840766,3,0.0012011700550970512,0.5550131162323646,0.40435240698116326,,"CAR(0,2)",0,2
20482,ABT,2012-11-13,-0.017861490265568998,-2.958964667872658,3,0.0012750433537978222,0.546289535599636,0.3686552935295485,,"CAR(0,2)",0,2
20482,ABT,2013-01-23,-0.007217059940537904,-2.907255801729944,3,9.597572766309746e-05,0.5803583993437984,0.2510891281543006,,"CAR(0,2)",0,2
20482,ABT,2013-03-14,-0.027632064955040996,-1.0062267313915676,2,4.377720710883133e-05,0.6296694873646723,0.19337192392652747,,"CAR(0,2)",0,2
20482,ABT,2013-04-17,0.02848289788415539,0.7794688420058599,3,0.00016774563190458222,0.6227324906876996,0.17313850682934928,,"CAR(0,2)",0,2
20482,ABT,2013-05-22,0.008343563274453056,0.689364565937548,3,0.00046958483325211476,0.6589661361647661,0.15909156323012763,,"CAR(0,2)",0,2
20482,ABT,2013-05-30,-0.022294031404637378,-1.6758157756086571,2,0.0004922343843771902,0.7000680653691799,0.18545740740693062,,"CAR(0,2)",0,2
20482,ABT,2013-06-11,-0.019466102116863768,-2.8990660088293643,3,0.0003433651440017404,0.661203255644429,0.17709893889200123,,"CAR(0,2)",0,2
20482,ABT,2013-06-19,-0.028954011745252264,-0.8932501164907527,3,0.00028896704328299167,0.6266177750125074,0.16463444117306503,,"CAR(0,2)",0,2
20482,ABT,2013-07-17,-0.004205443019394144,-0.4218046454642053,3,0.000596857227512695,0.7212393474669935,0.1994126632115787,,"CAR(0,2)",0,2
20482,ABT,2013-10-16,0.08109268982148062,1.6516378469475848,3,-0.0006206970988731555,0.886778208005933,0.3012334322433504,,"CAR(0,2)",0,2
20482,ABT,2014-01-22,-0.0327273695870223,-1.2203863650789406,3,-0.0005405255790445591,1.1510986578872358,0.3906549155920057,,"CAR(0,2)",0,2
20482,ABT,2014-04-16,0.010728329117579333,0.8324787411759818,2,-2.1760343251277237e-05,1.119714052943889,0.40671147236446736,,"CAR(0,2)",0,2
20482,ABT,2014-06-12,-0.0035413984959932142,-0.8554398356677627,2,0.00040273367645711803,0.9606983035208175,0.3587616871427586,,"CAR(0,2)",0,2
20482,ABT,2014-07-16,0.03518874957584911,1.1187188494261449,3,-6.75033416536714e-05,0.8615355680764093,0.36453615164700537,,"CAR(0,2)",0,2
20482,ABT,2014-10-22,-0.0056523839377127585,-0.26545623398950063,3,0.000379256969831874,0.6960779402676381,0.25751222195806933,,"CAR(0,2)",0,2
20482,ABT,2014-11-11,0.010012406258972609,1.1965354408574793,3,0.00027358602682769467,0.6605138995134182,0.24011858655729346,,"CAR(0,2)",0,2
20482,ABT,2015-01-29,0.03371708190882385,0.955325513801,2,0.0005601359648439539,0.8902871494582443,0.3842132778942393,,"CAR(0,2)",0,2
20482,ABT,2015-03-03,0.00828396846015615,1.2912316652538431,3,0.0006650850764318751,0.9008265348365503,0.44232304145648427,,"CAR(0,2)",0,2
20482,ABT,2015-04-22,0.01565515958895813,0.6309351485725242,3,0.0004263330833124475,0.9656705599440777,0.4779839241924403,,"CAR(0,2)",0,2
20482,ABT,2015-07-22,0.04361366422635635,2.391170445297072,3,0.00040029803594877325,1.0601837837315098,0.514605963447143,,"CAR(0,2)",0,2
20482,ABT,2015-10-21,0.024213271773993746,0.8897824243158012,3,0.0004073922667388618,1.2133570128401496,0.6884400640418482,,"CAR(0,2)",0,2
20482,ABT,2016-01-28,-0.0977731814987673,-0.9739709046908184,2,8.799807118620422e-05,1.2082748075314342,0.6844312975703601,,"CAR(0,2)",0,2
20482,ABT,2016-04-20,0.01107105744422104,4.8630609299010406,3,-0.0011004861894416765,1.1394482042006373,0.5625566023244863,,"CAR(0,2)",0,2
20482,ABT,2016-07-20,0.029201214030294013,1.825020157494806,3,-0.0009688751447995843,1.0684366116936002,0.39829108376113054,,"CAR(0,2)",0,2
20482,ABT,2016-09-07,0.0023851455860876888,0.20188292637248037,3,-0.0006286805831974896,1.0633534029959728,0.38878614161801106,,"CAR(0,2)",0,2
20482,ABT,2016-10-19,-0.015538406354111346,-0.3447895821561056,3,-0.0005973866168430333,1.2095883050003562,0.47549724467812005,,"CAR(0,2)",0,2
20482,ABT,2017-01-11,-0.004723789368186627,-0.6944653344739125,3,-0.0005111688490587413,1.1348421411290177,0.3994988035962369,,"CAR(0,2)",0,2
20482,ABT,2017-01-25,0.012461056811625255,0.5376076875681769,3,-0.0004933119907544012,1.1485980785584446,0.3978112097234321,,"CAR(0,2)",0,2
20482,ABT,2017-03-16,6.934362745054587e-06,0.0005601688185735667,2,-0.0006707453280738685,1.0508020382870382,0.2541333500525571,,"CAR(0,2)",0,2
20482,ABT,2017-04-19,0.000421096781396825,0.03841217771868105,3,-0.000525746289325113,1.0177904628051861,0.24322571995233455,,"CAR(0,2)",0,2
20482,ABT,2017-07-20,0.02835515282039582,1.0072984529073394,2,0.0004487814733467448,0.8118287593805489,0.15503449852217976,,"CAR(0,2)",0,2
20482,ABT,2017-10-18,0.015283775854675921,1.664153284312189,3,0.0009272562317702098,0.9224220256943574,0.27009462639084225,,"CAR(0,2)",0,2
20482,ABT,2018-01-09,-0.0037527008593428775,-2.6675262763815755,3,0.0012384844565749508,0.9091112178492899,0.17701401512060233,,"CAR(0,2)",0,2
