permno,ticker,event_date,car,car_tstat,observations,alpha,beta,r_squared,error,event_window,event_window_start,event_window_end
20482,ABT,2007-07-18,0.00909784449148544,0.8394718468854512,3,0.0010002656999340402,0.6455629955642476,0.14495839609423478,,"CAR(-1,1)",-1,1
20482,ABT,2007-07-18,0.00909784449148544,0.8394718468854512,3,0.0010002656999340402,0.6455629955642476,0.14495839609423478,,"CAR(-1,1)",-1,1
20482,ABT,2007-10-17,-0.0014818292375050179,-0.059491808696560636,3,-6.942365900376255e-05,0.8007784659016626,0.33474807027268505,,"CAR(-1,1)",-1,1
20482,ABT,2008-01-23,-0.055487413324604884,-2.7434406839961696,3,-3.0009382936609048e-05,0.6793706234869757,0.3661760565213804,,"CAR(-1,1)",-1,1
20482,ABT,2008-04-16,-0.04414026724389303,-3.2916685486083384,3,0.00015185406151452482,0.5004527173371384,0.24741473735936514,,"CAR(-1,1)",-1,1
20482,ABT,2008-07-17,-0.02032252110944856,-0.7055738484401687,3,0.0004884487288946479,0.42102222452183374,0.15840960592796638,,"CAR(-1,1)",-1,1
20482,ABT,2008-10-16,0.03540957630471346,1.9335709479344325,3,0.0002830491307188162,0.4441418753676063,0.15772655334690944,,"CAR(-1,1)",-1,1
20482,ABT,2009-01-12,-0.006392793933460904,-0.4695164255325375,2,0.0017324809761608336,0.5248840318772172,0.5083465905896665,,"CAR(-1,1)",-1,1
20482,ABT,2009-01-21,0.07299375298838731,3.1869580969332914,3,0.0017292871515238173,0.5276011224556948,0.5403747177634894,,"CAR(-1,1)",-1,1
20482,ABT,2009-04-18,,,0,,,,boolean value of NA is ambiguous,"CAR(-1,1)",-1,1
20482,ABT,2009-07-15,-0.04142112857631143,-1.102389107508314,3,-0.0012473409315063898,0.3967778273031815,0.25080384595596605,,"CAR(-1,1)",-1,1
20482,ABT,2009-10-14,0.04611094881305819,2.1460888469060984,3,-0.0016812409583548775,0.27410016723137326,0.08417391661373885,,"CAR(-1,1)",-1,1
20482,ABT,2010-01-27,-0.014188420085044971,-1.0329380252787346,3,0.001244950819287454,0.27230361859453067,0.08090913135316213,,"CAR(-1,1)",-1,1
20482,ABT,2010-04-21,-0.042817892350025054,-2.164197022359775,3,0.0011918779091217389,0.4052341340591312,0.2076397378461523,,"CAR(-1,1)",-1,1
20482,ABT,2011-01-27,-0.047430652252561156,-2.468978162368268,3,-0.0003349704185884981,0.5036107653707317,0.4271527834795884,,"CAR(-1,1)",-1,1
20482,ABT,2011-04-20,0.0016607345271725804,0.06251174838304387,3,-0.000783704499548192,0.424985657961809,0.18967912123757813,,"CAR(-1,1)",-1,1
20482,ABT,2011-07-20,-0.004570915911178645,-0.3749913945456149,3,0.00013597376948121964,0.35625507591740335,0.10908391093022451,,"CAR(-1,1)",-1,1
20482,ABT,2011-10-19,0.0282153860722826,1.1950782270491773,3,0.0013821679614547803,0.550875645878785,0.47683675909553336,,"CAR(-1,1)",-1,1
20482,ABT,2012-01-25,-0.019195304069577583,-0.921723023242576,3,0.0005586794969211318,0.5346997122559346,0.5978599795843755,,"CAR(-1,1)",-1,1
20482,ABT,2012-04-18,-0.010645577904542968,-0.678144927340213,3,0.0006540105988317249,0.5052882234033914,0.5685770859729545,,"CAR(-1,1)",-1,1
20482,ABT,2012-07-18,-0.005669445883587139,-0.28355438158491075,3,0.0008525025185465215,0.514388456250242,0.4318059311491782,,"CAR(-1,1)",-1,1
20482,ABT,2012-10-17,-0.08695047716387709,-2.3714201820995586,3,0.0012011700550970512,0.5550131162323646,0.40435240698116326,,"CAR(-1,1)",-1,1
20482,ABT,2012-11-13,-0.01040638861750841,-1.5884797193150213,3,0.0012750433537978222,0.546289535599636,0.3686552935295485,,"CAR(-1,1)",-1,1
20482,ABT,2013-01-23,-0.001984434852583838,-0.47872692339412104,3,9.597572766309746e-05,0.5803583993437984,0.2510891281543006,,"CAR(-1,1)",-1,1
20482,ABT,2013-03-14,-0.027324726099478388,-0.9878936696791134,3,4.377720710883133e-05,0.6296694873646723,0.19337192392652747,,"CAR(-1,1)",-1,1
20482,ABT,2013-04-17,0.02398090661347333,0.6302995402824907,3,0.00016774563190458222,0.6227324906876996,0.17313850682934928,,"CAR(-1,1)",-1,1
20482,ABT,2013-05-22,-0.0032405176636602783,-0.30836901408149703,3,0.00046958483325211476,0.6589661361647661,0.15909156323012763,,"CAR(-1,1)",-1,1
20482,ABT,2013-05-30,-0.03969079137339139,-3.028204456789692,3,0.0004922343843771902,0.7000680653691799,0.18545740740693062,,"CAR(-1,1)",-1,1
